date,clade
8/27/21,21J (Delta)
8/27/21,21J (Delta)
8/30/21,21J (Delta)
8/29/21,21J (Delta)
8/22/21,21J (Delta)
8/27/21,21J (Delta)
8/14/21,21J (Delta)
8/14/21,21J (Delta)
8/15/21,21J (Delta)
8/16/21,21J (Delta)
8/16/21,21J (Delta)
8/16/21,21J (Delta)
8/21/21,21J (Delta)
8/14/21,21J (Delta)
8/21/21,21J (Delta)
8/17/21,21J (Delta)
8/23/21,21J (Delta)
8/23/21,21J (Delta)
8/23/21,21I (Delta)
8/23/21,21J (Delta)
8/23/21,21J (Delta)
8/13/21,21J (Delta)
8/20/21,21I (Delta)
8/21/21,21J (Delta)
8/21/21,21J (Delta)
8/22/21,21J (Delta)
8/22/21,21J (Delta)
11/10/20,20B
8/20/21,21J (Delta)
8/20/21,21J (Delta)
8/13/21,21J (Delta)
8/20/21,21J (Delta)
8/18/21,21I (Delta)
8/19/21,21J (Delta)
8/21/21,21J (Delta)
8/21/21,21I (Delta)
8/16/21,21J (Delta)
8/16/21,21J (Delta)
8/15/21,21I (Delta)
8/15/21,21J (Delta)
8/2/21,21J (Delta)
8/18/21,21J (Delta)
8/20/21,21J (Delta)
8/22/21,21J (Delta)
8/23/21,21I (Delta)
8/22/21,21J (Delta)
8/22/21,21J (Delta)
8/22/21,21I (Delta)
11/6/20,20G
11/7/20,20B
11/30/20,20C
12/15/20,20C
12/1/20,20G
12/17/20,20C
8/20/21,21J (Delta)
8/23/21,21J (Delta)
8/23/21,21J (Delta)
8/28/21,21J (Delta)
8/28/21,21J (Delta)
8/28/21,21J (Delta)
8/28/21,21J (Delta)
8/28/21,21J (Delta)
8/27/21,21J (Delta)
8/28/21,21I (Delta)
8/29/21,21J (Delta)
8/23/21,21J (Delta)
7/27/21,21J (Delta)
7/29/21,21J (Delta)
7/30/21,21J (Delta)
7/30/21,21J (Delta)
7/30/21,21J (Delta)
7/30/21,21J (Delta)
8/2/21,21I (Delta)
8/3/21,21I (Delta)
8/10/21,21J (Delta)
8/5/21,21J (Delta)
8/27/21,21J (Delta)
8/24/21,21J (Delta)
8/29/21,21J (Delta)
8/29/21,21J (Delta)
8/31/21,21J (Delta)
8/31/21,21J (Delta)
8/23/21,21J (Delta)
8/31/21,21J (Delta)
8/26/21,21J (Delta)
8/31/21,21J (Delta)
8/26/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
8/26/21,21J (Delta)
9/12/21,21J (Delta)
9/11/21,21J (Delta)
12/25/20,20B
9/8/21,21I (Delta)
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/4/21,21J (Delta)
9/4/21,21J (Delta)
9/1/21,21J (Delta)
9/2/21,21J (Delta)
9/2/21,21I (Delta)
9/1/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
9/4/21,21J (Delta)
9/10/21,21I (Delta)
9/9/21,21J (Delta)
9/12/21,21I (Delta)
9/12/21,21I (Delta)
9/12/21,21J (Delta)
9/11/21,21J (Delta)
9/11/21,21J (Delta)
9/14/21,21J (Delta)
9/19/21,21J (Delta)
9/20/21,21J (Delta)
8/30/21,21J (Delta)
8/27/21,21J (Delta)
8/27/21,21J (Delta)
8/27/21,21J (Delta)
8/22/21,21J (Delta)
5/5/21,20J (Gamma
9/1/21,21J (Delta)
9/1/21,21J (Delta)
9/4/21,21J (Delta)
9/14/21,21J (Delta)
9/9/21,21J (Delta)
9/10/21,21J (Delta)
9/10/21,21J (Delta)
9/13/21,21J (Delta)
9/7/21,21J (Delta)
9/7/21,21J (Delta)
9/7/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
9/4/21,21J (Delta)
8/30/21,21J (Delta)
9/14/21,21J (Delta)
9/13/21,21I (Delta)
9/13/21,21J (Delta)
8/30/21,21J (Delta)
9/8/21,21J (Delta)
9/18/21,21J (Delta)
9/17/21,21J (Delta)
9/15/21,21I (Delta)
9/15/21,21J (Delta)
9/15/21,21J (Delta)
9/19/21,21J (Delta)
8/11/21,21J (Delta)
9/10/21,21J (Delta)
9/14/21,21I (Delta)
9/14/21,21J (Delta)
9/15/21,21J (Delta)
9/15/21,21J (Delta)
9/9/21,21J (Delta)
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/9/21,21J (Delta)
9/10/21,21I (Delta)
9/16/21,21J (Delta)
9/18/21,21J (Delta)
8/27/21,21J (Delta)
8/28/21,21J (Delta)
8/26/21,21J (Delta)
8/27/21,21J (Delta)
8/27/21,21J (Delta)
8/27/21,21J (Delta)
8/29/21,21J (Delta)
9/15/21,21J (Delta)
9/16/21,21J (Delta)
9/16/21,21J (Delta)
9/16/21,21J (Delta)
9/17/21,21J (Delta)
9/23/21,21J (Delta)
9/19/21,21J (Delta)
9/17/21,21J (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
9/21/21,21J (Delta)
9/21/21,21I (Delta)
9/17/21,21J (Delta)
9/17/21,21J (Delta)
9/17/21,21J (Delta)
9/15/21,21J (Delta)
9/15/21,21J (Delta)
9/18/21,21J (Delta)
9/22/21,21J (Delta)
9/22/21,21J (Delta)
9/23/21,21J (Delta)
9/24/21,21J (Delta)
9/23/21,21J (Delta)
9/21/21,21J (Delta)
9/29/21,21J (Delta)
10/2/21,21J (Delta)
9/17/21,21J (Delta)
9/15/21,21J (Delta)
9/24/21,21J (Delta)
9/27/21,21J (Delta)
9/4/21,21I (Delta)
9/3/21,21I (Delta)
9/8/21,21J (Delta)
9/13/21,21J (Delta)
9/29/21,21J (Delta)
9/21/21,21J (Delta)
8/18/21,21J (Delta)
8/18/21,21J (Delta)
8/19/21,21J (Delta)
8/19/21,21J (Delta)
8/19/21,21J (Delta)
8/18/21,21J (Delta)
8/20/21,21J (Delta)
8/22/21,21J (Delta)
8/23/21,21J (Delta)
8/20/21,21J (Delta)
8/20/21,21J (Delta)
8/20/21,21I (Delta)
8/20/21,21J (Delta)
8/20/21,21A (Delta)
8/20/21,21J (Delta)
8/20/21,21I (Delta)
8/20/21,21J (Delta)
8/20/21,21J (Delta)
8/20/21,21J (Delta)
8/20/21,21J (Delta)
8/23/21,21J (Delta)
8/20/21,21J (Delta)
8/21/21,21J (Delta)
8/22/21,21J (Delta)
8/21/21,21J (Delta)
8/13/21,21A (Delta)
8/24/21,21J (Delta)
8/16/21,21J (Delta)
8/16/21,21J (Delta)
8/16/21,21J (Delta)
7/25/21,21J (Delta)
8/13/21,21J (Delta)
8/13/21,21J (Delta)
8/21/21,21J (Delta)
8/21/21,21I (Delta)
8/21/21,21J (Delta)
8/17/21,21J (Delta)
8/19/21,21J (Delta)
8/20/21,21J (Delta)
8/28/21,21J (Delta)
7/28/21,21I (Delta)
7/28/21,21J (Delta)
7/29/21,21J (Delta)
7/29/21,21J (Delta)
7/30/21,21J (Delta)
7/30/21,21J (Delta)
7/30/21,21J (Delta)
8/2/21,21J (Delta)
8/2/21,21J (Delta)
8/3/21,21J (Delta)
8/3/21,21J (Delta)
8/3/21,21J (Delta)
8/3/21,21J (Delta)
7/31/21,21J (Delta)
8/18/21,21J (Delta)
8/27/21,21J (Delta)
8/13/21,21I (Delta)
8/29/21,21J (Delta)
8/26/21,21J (Delta)
8/26/21,21J (Delta)
8/31/21,21J (Delta)
8/24/21,21I (Delta)
8/23/21,21J (Delta)
8/24/21,21J (Delta)
8/26/21,21J (Delta)
8/20/21,21J (Delta)
8/19/21,21J (Delta)
8/28/21,21J (Delta)
8/27/21,21I (Delta)
8/24/21,21J (Delta)
9/2/21,21J (Delta)
8/27/21,21J (Delta)
9/5/21,21J (Delta)
9/3/21,21J (Delta)
9/1/21,21J (Delta)
9/10/21,21J (Delta)
9/12/21,21I (Delta)
9/12/21,21J (Delta)
9/8/21,21J (Delta)
9/4/21,21J (Delta)
9/3/21,21J (Delta)
9/10/21,21J (Delta)
9/11/21,21J (Delta)
9/5/21,21J (Delta)
9/4/21,21I (Delta)
9/12/21,21I (Delta)
12/23/20,20G
12/27/20,20A
12/29/20,20G
12/30/20,20A
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/8/21,21I (Delta)
9/8/21,21I (Delta)
9/8/21,21I (Delta)
9/8/21,21I (Delta)
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/2/21,21J (Delta)
9/3/21,21J (Delta)
9/4/21,21A (Delta)
9/4/21,21J (Delta)
9/9/21,21J (Delta)
9/11/21,21J (Delta)
9/13/21,21I (Delta)
9/12/21,21J (Delta)
9/9/21,21J (Delta)
9/20/21,21J (Delta)
9/16/21,21J (Delta)
9/14/21,21J (Delta)
9/18/21,21J (Delta)
9/17/21,21J (Delta)
9/15/21,21J (Delta)
8/30/21,21J (Delta)
8/27/21,21J (Delta)
8/27/21,21J (Delta)
8/26/21,21J (Delta)
9/2/21,21J (Delta)
9/1/21,21J (Delta)
9/4/21,21J (Delta)
9/4/21,21J (Delta)
9/5/21,21J (Delta)
9/10/21,21J (Delta)
9/10/21,21J (Delta)
9/11/21,21J (Delta)
9/14/21,21J (Delta)
9/13/21,21J (Delta)
9/13/21,21J (Delta)
9/7/21,21J (Delta)
9/3/21,21J (Delta)
8/27/21,21J (Delta)
8/30/21,21J (Delta)
9/13/21,21J (Delta)
9/13/21,21J (Delta)
8/30/21,21J (Delta)
9/1/21,21J (Delta)
9/1/21,21J (Delta)
9/2/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
9/3/21,21J (Delta)
9/5/21,21J (Delta)
9/6/21,21J (Delta)
9/6/21,21I (Delta)
9/6/21,21J (Delta)
9/7/21,21J (Delta)
9/8/21,21J (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
9/18/21,21J (Delta)
9/17/21,21I (Delta)
9/15/21,21I (Delta)
9/19/21,21J (Delta)
8/10/21,21J (Delta)
9/8/21,21J (Delta)
9/8/21,21I (Delta)
9/10/21,21J (Delta)
9/10/21,21J (Delta)
9/10/21,21J (Delta)
9/11/21,21J (Delta)
9/13/21,21A (Delta)
9/14/21,21J (Delta)
9/14/21,21J (Delta)
9/14/21,21J (Delta)
9/7/21,21J (Delta)
9/14/21,21J (Delta)
9/17/21,21J (Delta)
9/17/21,21J (Delta)
9/17/21,21J (Delta)
9/20/21,21J (Delta)
8/26/21,21J (Delta)
8/27/21,21J (Delta)
8/29/21,21I (Delta)
8/29/21,21J (Delta)
8/28/21,21J (Delta)
8/31/21,21J (Delta)
8/31/21,21J (Delta)
8/31/21,21J (Delta)
8/31/21,21J (Delta)
8/31/21,21J (Delta)
9/20/21,21A (Delta)
9/13/21,21J (Delta)
9/16/21,21J (Delta)
9/17/21,21J (Delta)
9/20/21,21J (Delta)
9/21/21,21J (Delta)
9/13/21,21I (Delta)
9/17/21,21J (Delta)
9/16/21,21J (Delta)
9/16/21,21J (Delta)
9/16/21,21J (Delta)
9/16/21,21J (Delta)
9/15/21,21J (Delta)
9/23/21,21J (Delta)
9/22/21,21J (Delta)
9/23/21,21J (Delta)
9/17/21,21J (Delta)
9/17/21,21J (Delta)
9/22/21,21J (Delta)
9/13/21,21J (Delta)
9/24/21,21J (Delta)
9/23/21,21J (Delta)
9/13/21,21J (Delta)
10/2/21,21J (Delta)
10/1/21,21J (Delta)
9/29/21,21J (Delta)
9/20/21,21J (Delta)
10/1/21,21J (Delta)
9/30/21,21J (Delta)
9/29/21,21J (Delta)
9/28/21,21J (Delta)
9/27/21,21J (Delta)
9/26/21,21J (Delta)
9/8/21,21J (Delta)
9/22/21,21J (Delta)
9/24/21,21J (Delta)
9/3/21,21I (Delta)
9/12/21,21J (Delta)
9/25/21,21J (Delta)
10/1/21,21I (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
9/20/21,21J (Delta)
12/30/20,20G
9/16/20,20A
4/23/22,21L (Omicron)
4/23/22,22C (Omicron)
4/23/22,21L (Omicron)
3/30/22,21L (Omicron)
4/13/22,22C (Omicron)
4/13/22,21L (Omicron)
3/30/22,21L (Omicron)
4/14/22,21L (Omicron)
4/13/22,22C (Omicron)
4/6/22,21L (Omicron)
4/12/22,21L (Omicron)
4/12/22,21L (Omicron)
4/25/22,21L (Omicron)
4/13/22,21L (Omicron)
4/8/22,22C (Omicron)
4/12/22,21L (Omicron)
4/6/22,21L (Omicron)
4/8/22,21L (Omicron)
3/30/22,21L (Omicron)
4/8/22,22C (Omicron)
4/2/22,21L (Omicron)
4/1/22,21L (Omicron)
3/30/22,21L (Omicron)
4/8/22,21L (Omicron)
4/6/22,21L (Omicron)
4/6/22,21L (Omicron)
3/28/22,21K (Omicron)
4/6/22,21L (Omicron)
4/2/22,21L (Omicron)
4/8/22,21L (Omicron)
4/8/22,22C (Omicron)
4/7/22,21L (Omicron)
4/1/22,21K (Omicron)
4/6/22,21L (Omicron)
4/2/22,21L (Omicron)
4/6/22,21L (Omicron)
3/30/22,21L (Omicron)
3/25/22,21L (Omicron)
4/11/22,21L (Omicron)
4/8/22,21L (Omicron)
3/30/22,21L (Omicron)
4/13/22,21L (Omicron)
4/6/22,21L (Omicron)
4/4/22,21L (Omicron)
4/13/22,21L (Omicron)
4/6/22,21L (Omicron)
4/20/22,21L (Omicron)
4/25/22,21K (Omicron)
4/6/22,21L (Omicron)
4/22/22,22C (Omicron)
4/12/22,22C (Omicron)
4/11/22,21L (Omicron)
4/8/22,21L (Omicron)
4/22/22,22C (Omicron)
3/27/22,21K (Omicron)
3/27/22,21K (Omicron)
4/13/22,21L (Omicron)
3/22/22,21L (Omicron)
4/12/22,21L (Omicron)
4/12/22,21K (Omicron)
4/13/22,21L (Omicron)
3/22/22,21L (Omicron)
4/22/22,21L (Omicron)
4/13/22,21L (Omicron)
4/20/22,21L (Omicron)
4/22/22,21L (Omicron)
4/22/22,21L (Omicron)
4/8/22,21L (Omicron)
4/22/22,21L (Omicron)
4/22/22,22C (Omicron)
4/12/22,21L (Omicron)
4/22/22,21L (Omicron)
4/23/22,21L (Omicron)
4/13/22,21L (Omicron)
4/23/22,21K (Omicron)
4/8/22,22C (Omicron)
4/14/22,22C (Omicron)
4/23/22,22C (Omicron)
4/11/22,21L (Omicron)
4/8/22,21L (Omicron)
4/14/22,21L (Omicron)
4/23/22,21L (Omicron)
4/11/22,21L (Omicron)
4/23/22,21L (Omicron)
4/23/22,21L (Omicron)
4/14/22,21L (Omicron)
4/25/22,21L (Omicron)
4/24/22,21L (Omicron)
4/13/22,22C (Omicron)
4/14/22,21L (Omicron)
4/22/22,21L (Omicron)
4/22/22,21L (Omicron)
4/13/22,22C (Omicron)
4/11/22,21L (Omicron)
4/21/22,21L (Omicron)
4/25/22,21K (Omicron)
4/20/22,21L (Omicron)
4/24/22,21L (Omicron)
4/24/22,21L (Omicron)
4/23/22,21L (Omicron)
4/23/22,21L (Omicron)
4/22/22,21L (Omicron)
4/25/22,21L (Omicron)
4/19/22,21L (Omicron)
4/22/22,21L (Omicron)
4/25/22,21L (Omicron)
4/15/20,20A
3/22/21,20J (Gamma
4/1/21,20I (Alpha
3/22/21,20I (Alpha
3/6/21,20H (Beta
12/25/21,21K (Omicron)
1/17/21,20A
12/10/21,21K (Omicron)
12/8/21,21J (Delta)
12/28/21,21K (Omicron)
12/30/20,20G
1/16/22,21K (Omicron)
1/13/22,21K (Omicron)
1/4/22,21K (Omicron)
8/1/21,21J (Delta)
6/26/20,20A
3/23/22,21L (Omicron)
4/6/22,21L (Omicron)
3/18/22,21L (Omicron)
11/26/21,21I (Delta)
12/6/21,21J (Delta)
11/27/21,21J (Delta)
11/2/21,21J (Delta)
3/28/22,22C (Omicron)
12/26/20,20G
6/12/20,20A
1/7/21,20C
12/31/20,20G
1/2/21,20B
12/21/20,20G
1/4/21,21C (Epsilon)
12/19/20,20G
12/26/20,20G
6/9/20,20C
12/19/20,20A
1/8/21,20G
6/12/20,20A
6/19/20,20C
6/18/20,20A
1/10/21,20B
12/3/20,20C
5/26/20,20C
5/24/20,20B
12/3/20,20A
11/16/20,20G
5/29/20,20A
12/15/20,20G
11/23/20,20G
5/22/20,20B
5/21/20,20A
1/9/21,20G
5/15/20,20A
11/28/20,20G
11/1/20,20G
6/29/20,20A
1/7/21,20A
1/7/21,20C
1/10/21,20C
12/24/20,20B
1/7/21,20G
12/24/20,20G
1/3/21,20G
12/16/20,20G
1/6/21,20G
1/5/21,20G
1/4/21,20G
10/4/20,20A
1/4/21,20C
12/21/20,20G
12/26/20,20A
1/4/21,20A
12/18/20,20A
12/26/20,20G
6/5/20,20B
1/9/21,20G
1/9/21,20G
6/19/20,20C
11/1/20,20G
1/8/21,20D
11/2/20,20G
12/16/20,20G
5/24/20,20C
11/20/20,20C
11/25/20,20A
7/11/20,20C
10/16/20,20G
1/7/21,20G
1/9/21,20G
1/10/21,20G
1/6/21,20C
1/3/21,20G
12/19/20,20G
12/24/20,20G
12/15/20,20G
12/19/20,20A
1/4/21,20G
1/4/21,20G
12/19/20,20G
12/25/20,20G
1/4/21,20G
1/3/21,20G
12/23/20,20A
1/4/21,20A
1/3/21,20G
10/11/20,20A
12/23/20,20G
12/24/20,20C
12/24/20,20G
1/5/21,20G
12/24/20,20C
1/3/21,20G
12/23/20,20G
1/2/21,20G
12/23/20,20G
10/11/20,20B
10/16/20,20A
12/23/20,20G
12/22/20,20A
12/23/20,20C
9/6/20,20G
9/23/20,20B
12/22/20,20G
1/6/21,20G
12/28/20,20C
1/6/21,20G
12/31/20,20A
1/6/21,20G
12/26/20,20G
1/5/21,20B
12/22/20,20G
12/21/20,20G
10/5/21,21J (Delta)
9/22/21,21J (Delta)
9/22/21,21J (Delta)
9/23/21,21J (Delta)
9/29/21,21J (Delta)
9/29/21,21J (Delta)
10/2/21,21I (Delta)
10/2/21,21J (Delta)
10/3/21,21I (Delta)
10/4/21,21J (Delta)
8/24/21,21J (Delta)
8/26/21,21I (Delta)
8/21/21,21J (Delta)
8/21/21,21J (Delta)
8/19/21,21J (Delta)
8/18/21,21J (Delta)
9/9/21,21J (Delta)
9/9/21,21J (Delta)
9/12/21,21J (Delta)
9/11/21,21J (Delta)
9/10/21,21A (Delta)
9/14/21,21I (Delta)
9/14/21,21J (Delta)
9/15/21,21J (Delta)
9/15/21,21I (Delta)
9/15/21,21J (Delta)
9/17/21,21J (Delta)
9/21/21,21J (Delta)
9/21/21,21J (Delta)
9/13/21,21A (Delta)
4/12/22,21L (Omicron)
3/31/22,21K (Omicron)
4/22/22,21L (Omicron)
6/16/21,20I (Alpha
6/14/21,21J (Delta)
6/12/21,21J (Delta)
6/14/21,20J (Gamma
6/15/21,20I (Alpha
6/10/21,20I (Alpha
6/10/21,20I (Alpha
6/10/21,20I (Alpha
6/16/21,20B
6/16/21,20I (Alpha
6/10/21,20I (Alpha
6/14/21,20J (Gamma
1/11/22,21K (Omicron)
3/16/21,20G
3/26/21,20A
3/23/21,20B
5/4/20,20A
5/5/20,20A
5/5/20,20A
5/5/20,20B
5/4/20,20A
5/5/20,20B
5/4/20,20A
5/5/20,20A
4/6/21,20I (Alpha
3/29/21,21C (Epsilon)
3/31/21,20I (Alpha
3/26/21,20J (Gamma
4/12/21,20I (Alpha
4/13/21,20I (Alpha
8/16/21,21J (Delta)
12/9/21,21K (Omicron)
12/9/21,21J (Delta)
12/9/21,21K (Omicron)
4/26/22,21L (Omicron)
4/18/22,21L (Omicron)
4/19/22,21L (Omicron)
4/27/22,21L (Omicron)
4/21/22,21L (Omicron)
4/27/22,22C (Omicron)
4/27/22,21L (Omicron)
4/21/22,21L (Omicron)
4/27/22,21L (Omicron)
4/22/22,21L (Omicron)
4/18/22,22C (Omicron)
4/22/22,21L (Omicron)
4/25/22,21L (Omicron)
4/21/22,22C (Omicron)
4/21/22,21L (Omicron)
4/25/22,21L (Omicron)
4/21/22,21L (Omicron)
4/21/22,22C (Omicron)
4/21/22,21L (Omicron)
4/22/22,22C (Omicron)
4/21/22,21K (Omicron)
4/21/22,22C (Omicron)
4/20/22,21L (Omicron)
4/29/22,21L (Omicron)
4/18/22,21L (Omicron)
4/20/22,21L (Omicron)
4/21/22,22C (Omicron)
4/15/22,21K (Omicron)
4/18/22,21L (Omicron)
4/19/22,21L (Omicron)
4/2/22,22C (Omicron)
4/29/22,21L (Omicron)
4/26/22,22C (Omicron)
4/29/22,21L (Omicron)
4/28/22,22C (Omicron)
4/21/22,21L (Omicron)
5/3/22,21L (Omicron)
5/4/22,21L (Omicron)
4/28/22,22C (Omicron)
4/30/22,21L (Omicron)
4/15/22,21L (Omicron)
4/15/22,21L (Omicron)
4/28/22,21L (Omicron)
5/2/22,21L (Omicron)
4/26/22,21L (Omicron)
4/30/22,21L (Omicron)
5/2/22,22C (Omicron)
4/26/22,21L (Omicron)
4/29/22,21L (Omicron)
4/30/22,21L (Omicron)
4/18/22,21L (Omicron)
5/3/22,21L (Omicron)
4/29/22,21L (Omicron)
4/21/22,21L (Omicron)
4/18/22,21L (Omicron)
4/21/22,21L (Omicron)
4/21/22,21L (Omicron)
4/21/22,21L (Omicron)
4/25/22,21L (Omicron)
4/25/22,21L (Omicron)
4/18/22,22C (Omicron)
4/21/22,21L (Omicron)
5/4/22,22C (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/27/22,21L (Omicron)
5/4/22,22C (Omicron)
4/21/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,22C (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/20/22,21L (Omicron)
4/28/22,21L (Omicron)
4/18/22,21L (Omicron)
4/18/22,21L (Omicron)
4/19/22,22C (Omicron)
4/19/22,21L (Omicron)
4/22/22,22C (Omicron)
4/18/22,21L (Omicron)
4/26/22,21L (Omicron)
4/18/22,22C (Omicron)
4/20/22,21K (Omicron)
4/21/22,21L (Omicron)
4/11/22,21L (Omicron)
4/11/22,21L (Omicron)
4/20/22,21L (Omicron)
4/22/22,21L (Omicron)
4/21/22,21L (Omicron)
4/21/22,21L (Omicron)
5/2/22,21L (Omicron)
4/22/22,21L (Omicron)
5/1/22,22C (Omicron)
4/30/22,22C (Omicron)
4/30/22,22C (Omicron)
5/3/22,21L (Omicron)
4/29/22,21L (Omicron)
4/30/22,21L (Omicron)
4/28/22,21L (Omicron)
5/3/22,22C (Omicron)
4/15/22,21L (Omicron)
4/28/22,21L (Omicron)
4/26/22,21L (Omicron)
5/2/22,21L (Omicron)
5/1/22,22C (Omicron)
4/28/22,21L (Omicron)
5/1/22,21L (Omicron)
4/13/22,21L (Omicron)
5/2/22,21L (Omicron)
4/13/22,21L (Omicron)
4/21/22,21L (Omicron)
4/26/22,22C (Omicron)
4/21/22,21L (Omicron)
4/26/22,21L (Omicron)
4/24/22,21L (Omicron)
4/27/22,21L (Omicron)
5/2/22,22C (Omicron)
5/2/22,21L (Omicron)
4/20/22,22C (Omicron)
4/26/22,21L (Omicron)
4/26/22,22C (Omicron)
4/26/22,22C (Omicron)
4/26/22,21K (Omicron)
5/3/22,21L (Omicron)
4/28/22,22C (Omicron)
5/3/22,21L (Omicron)
4/26/22,21L (Omicron)
4/26/22,21L (Omicron)
4/26/22,21L (Omicron)
5/2/22,21L (Omicron)
5/1/22,22C (Omicron)
5/3/22,21L (Omicron)
5/22/20,20A
10/14/21,21J (Delta)
10/28/21,21J (Delta)
4/21/22,21L (Omicron)
4/29/22,21L (Omicron)
4/29/22,21L (Omicron)
4/29/22,21L (Omicron)
5/3/22,22C (Omicron)
4/23/22,22C (Omicron)
5/3/22,21L (Omicron)
4/24/22,21L (Omicron)
4/23/22,22C (Omicron)
4/24/22,21L (Omicron)
4/22/22,21L (Omicron)
5/3/22,21L (Omicron)
4/30/22,22C (Omicron)
4/28/22,22C (Omicron)
4/30/22,21L (Omicron)
5/1/22,22C (Omicron)
4/30/22,21L (Omicron)
4/23/22,21L (Omicron)
5/1/22,21L (Omicron)
4/22/22,21K (Omicron)
5/4/22,21L (Omicron)
5/4/22,21L (Omicron)
5/2/22,22C (Omicron)
5/1/22,22C (Omicron)
5/1/22,22C (Omicron)
4/23/22,22C (Omicron)
4/26/22,22C (Omicron)
4/26/22,21L (Omicron)
4/26/22,21L (Omicron)
4/26/22,22C (Omicron)
4/21/22,21L (Omicron)
4/21/22,21L (Omicron)
5/5/22,22C (Omicron)
5/4/22,21L (Omicron)
4/25/22,21L (Omicron)
5/7/22,22B (Omicron)
4/25/22,21L (Omicron)
5/7/22,21L (Omicron)
4/26/22,22C (Omicron)
5/5/22,22C (Omicron)
5/5/22,22C (Omicron)
4/25/22,21L (Omicron)
4/7/21,21C (Epsilon)
3/22/21,20I (Alpha
4/4/21,21C (Epsilon)
1/19/21,21C (Epsilon)
1/20/21,20D
1/17/21,20G
7/1/20,20A
1/16/21,20B
1/20/21,20A
1/19/21,20G
1/18/21,20A
1/13/21,20G
1/20/21,20G
1/20/21,20G
1/13/21,20G
1/21/21,20E (EU1)
1/20/21,21C (Epsilon)
1/18/21,20G
1/20/21,20I (Alpha
1/19/21,20A
1/14/21,20G
1/14/21,20D
1/14/21,20G
1/15/21,20A
1/14/21,20G
1/19/21,20B
1/18/21,21C (Epsilon)
6/23/20,20A
1/7/21,20B
8/24/21,21J (Delta)
1/3/22,21K (Omicron)
10/5/21,21J (Delta)
10/5/21,21J (Delta)
10/7/21,21J (Delta)
10/8/21,21J (Delta)
10/9/21,21J (Delta)
10/7/21,21J (Delta)
10/8/21,21J (Delta)
10/6/21,21J (Delta)
10/9/21,21J (Delta)
10/9/21,21J (Delta)
10/11/21,21J (Delta)
10/11/21,21J (Delta)
10/11/21,21J (Delta)
10/11/21,21J (Delta)
10/12/21,21J (Delta)
10/14/21,21J (Delta)
10/13/21,21J (Delta)
10/19/21,21J (Delta)
10/17/21,21J (Delta)
10/16/21,21J (Delta)
10/16/21,21J (Delta)
10/20/21,21J (Delta)
10/20/21,21J (Delta)
10/16/21,21J (Delta)
10/20/21,21J (Delta)
10/17/21,21J (Delta)
10/16/21,21J (Delta)
10/18/21,21J (Delta)
10/20/21,21J (Delta)
10/16/21,21J (Delta)
10/20/21,21J (Delta)
10/21/21,21J (Delta)
10/21/21,21J (Delta)
10/21/21,21J (Delta)
10/23/21,21I (Delta)
10/22/21,21J (Delta)
10/23/21,21J (Delta)
10/24/21,21J (Delta)
10/22/21,21J (Delta)
10/22/21,21J (Delta)
10/25/21,21J (Delta)
10/25/21,21J (Delta)
10/25/21,21J (Delta)
10/25/21,21J (Delta)
10/25/21,21J (Delta)
10/26/21,21J (Delta)
10/27/21,21J (Delta)
10/27/21,21J (Delta)
10/27/21,21J (Delta)
10/28/21,21J (Delta)
10/28/21,21J (Delta)
10/28/21,21J (Delta)
10/29/21,21J (Delta)
10/31/21,21J (Delta)
11/1/21,21J (Delta)
11/1/21,21J (Delta)
11/1/21,21J (Delta)
11/1/21,21J (Delta)
11/1/21,21J (Delta)
11/2/21,21J (Delta)
9/10/21,21J (Delta)
9/11/21,21J (Delta)
9/17/21,21J (Delta)
9/17/21,21J (Delta)
9/25/21,21J (Delta)
10/28/21,21J (Delta)
10/29/21,21J (Delta)
1/29/21,20G
4/17/22,21L (Omicron)
10/15/21,21J (Delta)
9/2/21,21I (Delta)
10/3/21,21J (Delta)
10/9/21,21J (Delta)
12/19/21,21J (Delta)
12/21/21,21K (Omicron)
2/8/21,20B
2/24/21,20I (Alpha
2/8/21,20I (Alpha
2/9/21,20I (Alpha
2/9/21,20I (Alpha
