date,clade
2/9/21,20I (Alpha
2/9/21,20I (Alpha
2/9/21,20I (Alpha
3/1/21,20I (Alpha
2/28/21,20I (Alpha
2/6/21,20I (Alpha
2/8/21,20I (Alpha
3/9/21,20I (Alpha
3/10/21,20I (Alpha
4/4/21,20J (Gamma
4/8/21,20I (Alpha
4/9/21,20I (Alpha
4/7/21,20I (Alpha
4/7/21,20I (Alpha
4/12/21,20J (Gamma
11/8/21,21J (Delta)
12/3/21,21J (Delta)
12/3/21,21J (Delta)
12/1/21,21J (Delta)
12/4/21,21J (Delta)
12/4/21,21J (Delta)
12/4/21,21J (Delta)
6/24/20,20A
11/14/21,21J (Delta)
11/11/21,21J (Delta)
11/16/21,21J (Delta)
9/23/20,20G
5/10/22,21L (Omicron)
4/18/22,22C (Omicron)
5/11/22,21L (Omicron)
5/11/22,22C (Omicron)
5/9/22,22C (Omicron)
5/9/22,21L (Omicron)
5/6/22,21L (Omicron)
4/18/22,21L (Omicron)
5/11/22,22C (Omicron)
5/11/22,22C (Omicron)
5/6/22,21L (Omicron)
5/5/22,22C (Omicron)
5/4/22,22C (Omicron)
5/2/22,22C (Omicron)
5/4/22,21L (Omicron)
4/20/22,21L (Omicron)
4/18/22,22C (Omicron)
4/18/22,22C (Omicron)
4/25/22,21L (Omicron)
4/18/22,22C (Omicron)
5/4/22,22C (Omicron)
5/4/22,21L (Omicron)
5/2/22,22C (Omicron)
4/20/22,21K (Omicron)
4/20/22,21L (Omicron)
4/20/22,22C (Omicron)
5/10/22,21L (Omicron)
5/6/22,21L (Omicron)
5/8/22,22C (Omicron)
5/8/22,21L (Omicron)
5/9/22,21L (Omicron)
4/21/22,22C (Omicron)
4/20/22,22C (Omicron)
5/8/22,22C (Omicron)
5/9/22,21L (Omicron)
5/10/22,21L (Omicron)
5/9/22,21L (Omicron)
4/18/22,22C (Omicron)
5/9/22,21K (Omicron)
5/9/22,21L (Omicron)
4/20/22,22C (Omicron)
2/25/22,21K (Omicron)
5/1/22,21K (Omicron)
5/8/22,21L (Omicron)
4/18/22,22C (Omicron)
4/18/22,22C (Omicron)
4/18/22,22C (Omicron)
5/9/22,22C (Omicron)
5/9/22,21L (Omicron)
4/18/22,22C (Omicron)
4/25/22,22C (Omicron)
5/9/22,22C (Omicron)
5/9/22,22C (Omicron)
5/9/22,22C (Omicron)
5/9/22,22C (Omicron)
5/9/22,21L (Omicron)
4/20/22,22C (Omicron)
4/18/22,21L (Omicron)
5/9/22,21L (Omicron)
4/18/22,21L (Omicron)
4/20/22,21L (Omicron)
5/9/22,21L (Omicron)
5/9/22,21L (Omicron)
4/20/22,21L (Omicron)
2/9/22,21K (Omicron)
4/18/22,21L (Omicron)
5/9/22,21L (Omicron)
5/9/22,22C (Omicron)
5/9/22,21L (Omicron)
3/29/22,21K (Omicron)
5/9/22,22C (Omicron)
5/9/22,22C (Omicron)
4/18/22,22C (Omicron)
4/27/22,22C (Omicron)
4/20/22,22C (Omicron)
1/20/22,21K (Omicron)
1/17/22,21K (Omicron)
5/7/22,21L (Omicron)
5/9/22,22C (Omicron)
5/7/22,21L (Omicron)
5/8/22,21L (Omicron)
1/16/22,21K (Omicron)
1/13/22,21K (Omicron)
5/9/22,21L (Omicron)
5/9/22,21L (Omicron)
5/8/22,21L (Omicron)
5/6/22,21L (Omicron)
5/6/22,22B (Omicron)
5/7/22,21L (Omicron)
5/4/22,21L (Omicron)
5/7/22,21L (Omicron)
5/5/22,21L (Omicron)
5/10/22,21L (Omicron)
5/5/22,21L (Omicron)
5/10/22,22C (Omicron)
5/4/22,22C (Omicron)
5/10/22,21L (Omicron)
5/4/22,21L (Omicron)
5/10/22,21L (Omicron)
5/10/22,22C (Omicron)
5/9/22,21L (Omicron)
5/9/22,21L (Omicron)
5/9/22,22C (Omicron)
9/9/21,21I (Delta)
9/14/21,21J (Delta)
9/9/21,21J (Delta)
9/15/21,21J (Delta)
9/13/21,21J (Delta)
9/11/21,21J (Delta)
9/14/21,21I (Delta)
9/7/21,21J (Delta)
9/13/21,21J (Delta)
9/14/21,21J (Delta)
9/3/21,21J (Delta)
9/9/21,21J (Delta)
9/14/21,21J (Delta)
9/15/21,21I (Delta)
9/10/21,21J (Delta)
9/7/21,21J (Delta)
9/8/21,21J (Delta)
,
9/13/21,21J (Delta)
9/1/21,21J (Delta)
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/3/21,21J (Delta)
9/7/21,21J (Delta)
8/30/21,21J (Delta)
9/8/21,21J (Delta)
9/8/21,21J (Delta)
9/7/21,21J (Delta)
8/31/21,21J (Delta)
9/13/21,21J (Delta)
9/13/21,21J (Delta)
4/10/21,20I (Alpha
4/24/21,20J (Gamma
4/16/21,20I (Alpha
4/14/21,20I (Alpha
4/3/21,20G
4/12/21,20C
4/12/21,20I (Alpha
10/28/21,21J (Delta)
11/6/21,21J (Delta)
5/5/22,recombinant
5/4/22,recombinant
4/22/22,recombinant
10/23/21,21J (Delta)
10/23/21,21I (Delta)
9/10/21,21J (Delta)
4/30/20,20A
4/30/20,20B
5/1/20,20C
4/30/20,20A
4/14/21,21C (Epsilon)
4/12/21,20B
4/12/21,20I (Alpha
4/19/21,20I (Alpha
4/12/21,20I (Alpha
4/26/21,20I (Alpha
4/12/21,20I (Alpha
4/14/21,20I (Alpha
4/28/21,20J (Gamma
4/20/21,20I (Alpha
4/28/21,20J (Gamma
4/12/21,20I (Alpha
4/21/21,20I (Alpha
4/12/21,20I (Alpha
4/12/21,20I (Alpha
4/12/21,20B
4/12/21,20I (Alpha
4/17/21,20I (Alpha
4/16/21,20I (Alpha
4/19/21,20I (Alpha
4/16/21,20J (Gamma
4/19/21,20I (Alpha
4/18/21,20I (Alpha
4/19/21,20J (Gamma
4/19/21,20J (Gamma
4/16/21,20I (Alpha
4/27/21,20J (Gamma
4/14/21,20J (Gamma
4/26/21,21F (Iota)
4/15/21,20I (Alpha
4/14/21,20I (Alpha
4/15/21,20B
4/15/21,20I (Alpha
4/14/21,20I (Alpha
4/27/21,20H (Beta
4/18/21,20I (Alpha
4/18/21,20J (Gamma
4/26/21,20I (Alpha
4/24/21,20I (Alpha
4/26/21,20J (Gamma
4/27/21,20I (Alpha
4/15/21,20I (Alpha
4/24/21,20I (Alpha
4/16/21,20I (Alpha
4/16/21,20J (Gamma
4/16/21,20I (Alpha
4/16/21,20I (Alpha
4/12/21,20I (Alpha
4/5/21,20I (Alpha
3/29/21,20J (Gamma
4/11/21,20I (Alpha
4/5/21,20B
4/12/21,20I (Alpha
3/29/21,20I (Alpha
3/29/21,20J (Gamma
4/11/21,20I (Alpha
4/11/21,20I (Alpha
3/29/21,21C (Epsilon)
4/5/21,20I (Alpha
4/21/21,21C (Epsilon)
4/12/21,21F (Iota)
4/26/21,20I (Alpha
4/16/21,20J (Gamma
4/26/21,20I (Alpha
4/16/21,20J (Gamma
4/16/21,20J (Gamma
4/27/21,20I (Alpha
4/27/21,20I (Alpha
4/28/21,20I (Alpha
4/28/21,20I (Alpha
4/27/21,20I (Alpha
4/28/21,20I (Alpha
4/28/21,20I (Alpha
4/28/21,20I (Alpha
4/28/21,20I (Alpha
4/12/21,20I (Alpha
4/24/21,20I (Alpha
4/12/21,20I (Alpha
4/24/21,20J (Gamma
4/24/21,20I (Alpha
4/12/21,20I (Alpha
4/14/21,20I (Alpha
4/14/21,20I (Alpha
4/21/21,20J (Gamma
4/24/21,20J (Gamma
4/14/21,20I (Alpha
4/24/21,20I (Alpha
4/12/21,20I (Alpha
4/17/21,20I (Alpha
4/9/21,21C (Epsilon)
5/13/21,20I (Alpha
5/9/21,20J (Gamma
5/10/21,20J (Gamma
,
5/10/21,20J (Gamma
5/4/21,20I (Alpha
5/4/21,20J (Gamma
5/10/21,20J (Gamma
5/10/21,20I (Alpha
5/3/21,20J (Gamma
5/10/21,20I (Alpha
4/30/21,20I (Alpha
5/12/21,20J (Gamma
5/10/21,20I (Alpha
5/3/21,20I (Alpha
4/30/21,20I (Alpha
5/10/21,20I (Alpha
5/10/21,20I (Alpha
,
4/29/21,20J (Gamma
4/30/21,20I (Alpha
4/30/21,20I (Alpha
4/30/21,20I (Alpha
5/5/21,20I (Alpha
5/10/21,20J (Gamma
4/30/21,21F (Iota)
5/10/21,21F (Iota)
4/30/21,20I (Alpha
5/4/21,20J (Gamma
5/6/21,20I (Alpha
5/12/21,20I (Alpha
4/30/21,20I (Alpha
5/10/21,20I (Alpha
5/10/21,21J (Delta)
5/3/21,20I (Alpha
5/10/21,20I (Alpha
5/6/21,20J (Gamma
5/3/21,20J (Gamma
5/2/21,20I (Alpha
5/3/21,20I (Alpha
5/3/21,20I (Alpha
5/7/21,20I (Alpha
4/23/21,20B
4/27/20,20A
4/28/20,20A
4/27/20,20A
4/28/20,20A
4/28/20,19B
4/27/20,20C
4/27/20,20A
4/28/20,20C
5/1/20,20A
4/27/20,20C
4/27/20,20A
5/1/20,20A
4/30/20,20A
4/29/20,20A
4/28/20,20A
4/30/20,20A
5/1/20,20A
4/30/20,20A
4/30/20,20A
5/1/20,19B
5/1/20,20A
5/1/20,20A
1/20/21,20G
1/21/21,20A
1/23/21,20G
1/30/21,20G
1/19/21,20I (Alpha
1/20/21,20G
1/30/21,20I (Alpha
2/12/21,20G
2/11/21,20G
2/10/21,20A
1/21/21,20G
1/19/21,20G
1/19/21,20G
1/21/21,20G
6/27/20,20C
12/24/20,20A
9/24/20,20G
12/23/20,20A
12/8/21,21K (Omicron)
3/27/21,20G
3/27/21,20G
3/31/21,20I (Alpha
5/11/21,20I (Alpha
5/7/21,20I (Alpha
5/2/21,20I (Alpha
4/30/21,20I (Alpha
5/7/21,20J (Gamma
5/15/21,20J (Gamma
4/24/21,20I (Alpha
5/20/21,20I (Alpha
5/24/21,20I (Alpha
4/29/21,20C
5/17/21,21A (Delta)
5/18/21,20J (Gamma
5/18/21,20J (Gamma
5/21/21,21J (Delta)
5/13/21,20J (Gamma
5/12/21,20I (Alpha
4/29/21,20C
4/28/21,20I (Alpha
5/12/21,20I (Alpha
5/5/21,20I (Alpha
12/26/21,21K (Omicron)
12/27/21,21K (Omicron)
1/23/22,21K (Omicron)
1/23/22,21K (Omicron)
1/22/22,21K (Omicron)
1/25/22,21K (Omicron)
12/26/21,21K (Omicron)
1/24/22,21K (Omicron)
12/28/21,21K (Omicron)
12/23/21,21K (Omicron)
12/25/21,21K (Omicron)
12/27/21,21K (Omicron)
12/21/21,21K (Omicron)
4/28/21,20I (Alpha
1/19/22,21K (Omicron)
1/6/22,21K (Omicron)
5/15/22,22C (Omicron)
5/17/22,21L (Omicron)
3/25/21,20I (Alpha
5/7/21,20J (Gamma
5/14/21,20J (Gamma
5/4/21,20I (Alpha
5/5/21,20I (Alpha
5/8/21,20I (Alpha
5/14/21,20J (Gamma
5/15/21,20J (Gamma
5/19/21,20I (Alpha
5/17/21,20J (Gamma
5/4/21,20I (Alpha
5/6/21,20I (Alpha
5/6/21,20I (Alpha
5/11/21,20J (Gamma
5/17/21,20J (Gamma
5/7/21,20J (Gamma
5/10/21,20J (Gamma
5/5/21,20I (Alpha
5/7/21,20I (Alpha
5/16/21,20I (Alpha
5/5/21,20I (Alpha
5/5/21,20I (Alpha
5/6/21,20I (Alpha
5/10/21,20J (Gamma
5/5/21,20I (Alpha
5/13/21,20I (Alpha
5/10/21,20I (Alpha
5/18/21,20J (Gamma
5/15/21,20J (Gamma
5/7/21,20I (Alpha
5/8/21,20I (Alpha
5/18/21,20J (Gamma
5/8/21,20I (Alpha
5/16/21,20I (Alpha
5/14/21,20I (Alpha
5/10/21,20J (Gamma
5/10/21,21F (Iota)
5/14/21,20I (Alpha
5/16/21,20I (Alpha
5/16/21,20J (Gamma
5/14/21,20J (Gamma
5/15/21,20I (Alpha
5/15/21,20I (Alpha
5/14/21,20I (Alpha
5/14/21,20J (Gamma
5/20/21,20J (Gamma
5/16/21,20I (Alpha
5/25/21,20I (Alpha
5/10/21,20I (Alpha
5/14/21,20I (Alpha
5/14/21,20I (Alpha
5/10/21,20J (Gamma
10/9/20,20A
10/15/20,20B
10/9/20,20B
10/8/20,20C
10/8/20,20G
10/7/20,20C
12/23/20,20C
1/5/21,20G
1/2/21,20A
6/4/21,20I (Alpha
8/21/21,21J (Delta)
9/23/21,21J (Delta)
8/21/21,21J (Delta)
8/21/21,21J (Delta)
9/22/21,21J (Delta)
6/5/21,21J (Delta)
6/5/21,20J (Gamma
9/22/21,21J (Delta)
8/21/21,21J (Delta)
8/21/21,21J (Delta)
9/23/21,21I (Delta)
9/23/21,21J (Delta)
9/23/21,21J (Delta)
5/12/20,20C
4/29/21,21C (Epsilon)
3/4/21,20G
3/6/21,20J (Gamma
11/27/20,20G
8/27/20,20A
7/25/20,20G
6/30/20,20A
9/30/20,20G
1/4/21,20G
8/18/21,21J (Delta)
1/13/22,21K (Omicron)
3/14/22,21L (Omicron)
8/16/21,21J (Delta)
8/16/21,21J (Delta)
8/14/21,21J (Delta)
8/13/21,21J (Delta)
8/13/21,21J (Delta)
8/10/21,21J (Delta)
8/10/21,21J (Delta)
8/6/21,21J (Delta)
8/2/21,21I (Delta)
7/26/21,21J (Delta)
7/26/21,21J (Delta)
7/24/21,20J (Gamma
7/23/21,21J (Delta)
7/21/21,21J (Delta)
7/20/21,21J (Delta)
7/14/21,20I (Alpha
7/14/21,21J (Delta)
7/14/21,21J (Delta)
11/24/21,21J (Delta)
11/15/21,21J (Delta)
12/13/21,21J (Delta)
12/6/21,21K (Omicron)
12/7/21,21K (Omicron)
11/22/21,21J (Delta)
11/29/21,21J (Delta)
12/14/21,21K (Omicron)
12/13/21,21J (Delta)
12/9/21,21J (Delta)
9/7/21,21J (Delta)
12/13/21,21J (Delta)
9/2/21,21J (Delta)
12/2/21,21J (Delta)
12/20/21,21J (Delta)
1/8/22,21K (Omicron)
12/30/21,21K (Omicron)
1/22/22,21K (Omicron)
2/1/22,21K (Omicron)
1/20/22,21K (Omicron)
12/23/21,21K (Omicron)
5/13/21,20G
2/1/22,21K (Omicron)
2/12/22,21K (Omicron)
1/10/22,21K (Omicron)
2/8/22,21K (Omicron)
1/30/22,21K (Omicron)
2/13/22,21K (Omicron)
2/22/22,21K (Omicron)
2/19/22,21K (Omicron)
2/14/22,21K (Omicron)
2/7/22,21K (Omicron)
1/8/22,21K (Omicron)
1/25/22,21K (Omicron)
1/26/22,21K (Omicron)
2/22/22,21K (Omicron)
1/12/22,21K (Omicron)
1/24/22,21K (Omicron)
5/3/21,20J (Gamma
3/8/22,21K (Omicron)
1/27/22,21K (Omicron)
1/9/22,21K (Omicron)
3/1/22,21K (Omicron)
3/8/22,21L (Omicron)
3/4/22,21L (Omicron)
3/7/22,21K (Omicron)
1/27/22,21K (Omicron)
1/28/22,21K (Omicron)
3/2/22,21K (Omicron)
3/4/22,21K (Omicron)
3/4/22,21K (Omicron)
3/2/22,21L (Omicron)
1/29/22,21K (Omicron)
2/28/22,21L (Omicron)
1/29/22,21K (Omicron)
1/28/22,21K (Omicron)
2/1/22,21K (Omicron)
2/23/22,21K (Omicron)
1/28/22,21K (Omicron)
3/2/22,21K (Omicron)
3/6/22,21K (Omicron)
2/3/22,21K (Omicron)
2/28/22,21J (Delta)
3/14/22,21L (Omicron)
3/14/22,21L (Omicron)
3/4/22,21K (Omicron)
3/14/22,21K (Omicron)
3/14/22,21K (Omicron)
3/12/22,21L (Omicron)
3/4/22,21K (Omicron)
1/26/22,21K (Omicron)
3/11/22,21K (Omicron)
3/7/22,21K (Omicron)
3/9/22,21K (Omicron)
3/9/22,21L (Omicron)
3/11/22,21K (Omicron)
3/5/22,21K (Omicron)
3/10/22,21K (Omicron)
3/9/22,21L (Omicron)
3/10/22,21K (Omicron)
3/8/22,21K (Omicron)
3/4/22,21K (Omicron)
2/24/22,21K (Omicron)
3/8/22,21J (Delta)
3/8/22,21K (Omicron)
3/8/22,21L (Omicron)
3/8/22,21K (Omicron)
3/9/22,21K (Omicron)
3/7/22,21K (Omicron)
3/8/22,21K (Omicron)
3/9/22,21K (Omicron)
2/11/22,21K (Omicron)
2/3/22,21K (Omicron)
3/16/22,21L (Omicron)
3/14/22,21L (Omicron)
3/9/22,21K (Omicron)
3/21/22,21L (Omicron)
2/2/22,21K (Omicron)
3/9/22,21L (Omicron)
3/8/22,21K (Omicron)
3/8/22,21K (Omicron)
3/7/22,21L (Omicron)
3/19/22,21K (Omicron)
3/18/22,21K (Omicron)
3/15/22,21K (Omicron)
3/7/22,21K (Omicron)
3/21/22,21L (Omicron)
3/17/22,21K (Omicron)
3/19/22,21L (Omicron)
3/22/22,21L (Omicron)
3/3/22,21K (Omicron)
3/3/22,21K (Omicron)
3/8/22,21K (Omicron)
1/28/22,21K (Omicron)
1/27/22,21K (Omicron)
1/27/22,21K (Omicron)
1/28/22,21K (Omicron)
1/28/22,21K (Omicron)
1/28/22,21K (Omicron)
2/26/22,21K (Omicron)
1/29/22,21K (Omicron)
3/4/22,21K (Omicron)
3/7/22,21K (Omicron)
2/21/22,21K (Omicron)
3/2/22,21K (Omicron)
3/3/22,21K (Omicron)
3/1/22,21K (Omicron)
2/28/22,21J (Delta)
1/27/22,21K (Omicron)
1/27/22,21K (Omicron)
3/2/22,21K (Omicron)
1/27/22,21K (Omicron)
1/27/22,21K (Omicron)
2/25/22,21K (Omicron)
3/3/22,21K (Omicron)
3/2/22,21K (Omicron)
1/27/22,21K (Omicron)
3/16/22,21K (Omicron)
3/18/22,21L (Omicron)
3/14/22,21L (Omicron)
3/16/22,21K (Omicron)
3/21/22,22C (Omicron)
3/21/22,21K (Omicron)
3/16/22,21K (Omicron)
3/17/22,21K (Omicron)
3/17/22,21K (Omicron)
3/14/22,21K (Omicron)
3/9/22,21L (Omicron)
3/11/22,21K (Omicron)
2/19/22,21K (Omicron)
3/3/22,21K (Omicron)
2/4/22,21K (Omicron)
2/7/22,21K (Omicron)
1/11/22,21K (Omicron)
2/5/22,21K (Omicron)
3/14/22,21L (Omicron)
3/14/22,21K (Omicron)
3/15/22,21K (Omicron)
3/16/22,21K (Omicron)
3/16/22,22C (Omicron)
3/15/22,21K (Omicron)
3/14/22,21K (Omicron)
4/12/21,21C (Epsilon)
4/25/21,20J (Gamma
3/14/22,21K (Omicron)
3/16/22,21K (Omicron)
3/15/22,21L (Omicron)
3/22/22,21L (Omicron)
3/18/22,21K (Omicron)
3/17/22,21L (Omicron)
3/19/22,21K (Omicron)
1/27/22,21J (Delta)
1/20/22,21K (Omicron)
1/10/22,21K (Omicron)
1/19/22,21K (Omicron)
1/18/22,21K (Omicron)
1/19/22,21K (Omicron)
1/19/22,21K (Omicron)
1/19/22,21K (Omicron)
1/4/22,21K (Omicron)
1/4/22,21K (Omicron)
1/19/22,21K (Omicron)
1/18/22,21K (Omicron)
1/20/22,21K (Omicron)
1/10/22,21K (Omicron)
1/20/22,21K (Omicron)
1/19/22,21K (Omicron)
1/24/22,21K (Omicron)
12/23/21,21J (Delta)
1/24/22,21K (Omicron)
1/24/22,21K (Omicron)
1/18/22,21K (Omicron)
12/25/21,21J (Delta)
12/23/21,21K (Omicron)
12/22/21,21K (Omicron)
12/23/21,21K (Omicron)
1/31/22,21K (Omicron)
1/2/22,21K (Omicron)
1/4/22,21K (Omicron)
12/23/21,21K (Omicron)
12/20/21,21K (Omicron)
12/22/21,21K (Omicron)
1/19/22,21K (Omicron)
1/18/22,21K (Omicron)
1/19/22,21K (Omicron)
1/19/22,21K (Omicron)
1/14/21,20B
1/20/22,21K (Omicron)
12/19/21,21K (Omicron)
1/31/22,21K (Omicron)
12/19/21,21K (Omicron)
1/15/22,21K (Omicron)
12/10/21,21J (Delta)
1/17/22,21K (Omicron)
12/10/21,21J (Delta)
12/10/21,21J (Delta)
12/19/21,21K (Omicron)
12/11/21,21K (Omicron)
12/11/21,21J (Delta)
1/24/22,21K (Omicron)
1/16/22,21K (Omicron)
1/24/22,21K (Omicron)
1/18/22,21K (Omicron)
1/14/22,21K (Omicron)
1/22/22,21K (Omicron)
1/12/22,21K (Omicron)
1/15/22,21K (Omicron)
1/15/22,21K (Omicron)
1/16/22,21K (Omicron)
2/3/22,21K (Omicron)
12/25/21,21K (Omicron)
2/3/22,21K (Omicron)
2/4/22,21K (Omicron)
12/25/21,21K (Omicron)
1/18/22,21K (Omicron)
1/26/22,21K (Omicron)
1/13/22,21K (Omicron)
2/2/22,21K (Omicron)
1/21/22,21K (Omicron)
1/14/22,21K (Omicron)
1/27/22,21K (Omicron)
1/20/22,21K (Omicron)
1/17/22,21K (Omicron)
1/23/22,21K (Omicron)
1/26/22,21K (Omicron)
1/21/22,21K (Omicron)
1/23/22,21K (Omicron)
1/26/22,21K (Omicron)
1/25/22,21K (Omicron)
1/24/22,21K (Omicron)
12/13/21,21J (Delta)
1/25/22,21K (Omicron)
1/30/22,21K (Omicron)
1/31/22,21K (Omicron)
12/10/21,21K (Omicron)
12/10/21,21K (Omicron)
1/16/22,21K (Omicron)
1/17/22,21K (Omicron)
1/31/22,21K (Omicron)
2/16/22,21K (Omicron)
2/7/22,21K (Omicron)
2/12/22,21K (Omicron)
2/11/22,21K (Omicron)
2/3/22,21K (Omicron)
2/3/22,21K (Omicron)
2/7/22,21K (Omicron)
2/10/22,21K (Omicron)
1/21/22,21K (Omicron)
1/22/22,21K (Omicron)
1/25/22,21K (Omicron)
2/10/22,21K (Omicron)
12/19/21,21K (Omicron)
1/28/22,21K (Omicron)
1/21/22,21K (Omicron)
2/3/22,21K (Omicron)
2/3/22,21K (Omicron)
2/10/22,21K (Omicron)
1/25/22,21K (Omicron)
2/28/22,21K (Omicron)
2/3/22,21K (Omicron)
1/10/22,21K (Omicron)
1/3/22,21K (Omicron)
12/10/21,21J (Delta)
12/7/21,21J (Delta)
12/11/21,21J (Delta)
12/3/21,21J (Delta)
12/7/21,21J (Delta)
11/22/21,21J (Delta)
12/10/21,21J (Delta)
12/5/21,21I (Delta)
12/10/21,21J (Delta)
12/8/21,21J (Delta)
11/30/21,21J (Delta)
11/29/21,21J (Delta)
12/10/21,21J (Delta)
12/6/21,21J (Delta)
12/7/21,21J (Delta)
12/6/21,21J (Delta)
11/22/21,21J (Delta)
11/24/21,21J (Delta)
9/23/20,20C
4/21/21,20I (Alpha
4/24/21,20I (Alpha
10/9/20,20B
8/19/20,20C
12/2/21,21J (Delta)
11/30/21,21J (Delta)
12/5/21,21J (Delta)
11/22/21,21J (Delta)
12/8/21,21J (Delta)
12/9/21,21J (Delta)
12/5/21,21J (Delta)
12/10/21,21J (Delta)
12/2/21,21J (Delta)
12/11/21,21J (Delta)
12/11/21,21J (Delta)
12/5/21,21J (Delta)
11/22/21,21J (Delta)
12/7/21,21J (Delta)
12/13/21,21J (Delta)
11/26/21,21J (Delta)
12/2/21,21J (Delta)
12/2/21,21J (Delta)
12/9/21,21J (Delta)
12/4/21,21J (Delta)
12/2/21,21J (Delta)
11/18/21,21J (Delta)
12/5/21,21J (Delta)
11/19/21,21J (Delta)
12/6/21,21J (Delta)
11/19/21,21J (Delta)
12/7/21,21J (Delta)
11/30/21,21J (Delta)
12/9/21,21J (Delta)
12/6/21,21J (Delta)
11/29/21,21J (Delta)
12/1/21,21J (Delta)
12/7/21,21J (Delta)
12/7/21,21J (Delta)
12/10/21,21J (Delta)
11/29/21,21J (Delta)
11/22/21,21J (Delta)
11/29/21,21J (Delta)
12/6/21,21J (Delta)
12/7/21,21J (Delta)
12/11/21,21J (Delta)
12/7/21,21J (Delta)
11/29/21,21J (Delta)
11/29/21,21J (Delta)
12/6/21,21J (Delta)
12/10/21,21J (Delta)
12/11/21,21J (Delta)
12/9/21,21J (Delta)
12/11/21,21J (Delta)
12/1/21,21J (Delta)
12/10/21,21J (Delta)
12/10/21,21J (Delta)
11/29/21,21J (Delta)
12/10/21,21J (Delta)
12/5/21,21J (Delta)
12/8/21,21J (Delta)
12/7/21,21J (Delta)
12/1/21,21J (Delta)
11/22/21,21J (Delta)
12/7/21,21J (Delta)
12/11/21,21J (Delta)
11/30/21,21J (Delta)
12/8/21,21J (Delta)
12/8/21,21J (Delta)
12/9/21,21J (Delta)
12/11/21,21J (Delta)
12/8/21,21J (Delta)
12/13/21,21J (Delta)
12/14/21,21J (Delta)
12/8/21,21J (Delta)
12/13/21,21J (Delta)
12/14/21,21J (Delta)
12/5/21,21J (Delta)
12/9/21,21J (Delta)
12/7/21,21J (Delta)
12/11/21,21J (Delta)
12/5/21,21J (Delta)
12/2/21,21J (Delta)
12/12/21,21J (Delta)
12/9/21,21J (Delta)
12/2/21,21J (Delta)
12/10/21,21J (Delta)
12/11/21,21J (Delta)
12/6/21,21J (Delta)
12/13/21,21J (Delta)
12/9/21,21J (Delta)
12/11/21,21J (Delta)
12/9/21,21J (Delta)
12/8/21,21J (Delta)
12/12/21,21J (Delta)
12/6/21,21J (Delta)
12/6/21,21J (Delta)
12/13/21,21J (Delta)
12/7/21,21J (Delta)
12/8/21,21J (Delta)
12/6/21,21J (Delta)
12/12/21,21J (Delta)
12/10/21,21J (Delta)
12/7/21,21J (Delta)
12/6/21,21J (Delta)
12/3/21,21J (Delta)
12/9/21,21J (Delta)
12/7/21,21J (Delta)
12/3/21,21J (Delta)
12/5/21,21J (Delta)
12/3/21,21J (Delta)
12/7/21,21J (Delta)
12/8/21,21J (Delta)
11/30/21,21J (Delta)
12/9/21,21J (Delta)
12/9/21,21J (Delta)
12/12/21,21J (Delta)
12/11/21,21J (Delta)
12/4/21,21J (Delta)
12/9/21,21J (Delta)
12/12/21,21J (Delta)
12/8/21,21J (Delta)
12/10/21,21J (Delta)
12/9/21,21J (Delta)
12/12/21,21J (Delta)
12/2/21,21J (Delta)
12/7/21,21J (Delta)
12/8/21,21J (Delta)
12/3/21,21J (Delta)
12/2/21,21J (Delta)
12/7/21,21J (Delta)
12/7/21,21J (Delta)
12/3/21,21J (Delta)
12/8/21,21J (Delta)
12/4/21,21J (Delta)
12/11/21,21J (Delta)
12/9/21,21J (Delta)
11/26/21,21J (Delta)
12/2/21,21J (Delta)
12/6/21,21J (Delta)
12/9/21,21J (Delta)
12/13/21,21J (Delta)
8/18/21,21J (Delta)
12/9/21,21J (Delta)
12/8/21,21J (Delta)
12/8/21,21J (Delta)
12/6/21,21J (Delta)
12/2/21,21J (Delta)
12/8/21,21J (Delta)
12/9/21,21J (Delta)
12/7/21,21J (Delta)
12/2/21,21J (Delta)
12/8/21,21J (Delta)
12/9/21,21J (Delta)
12/11/21,21J (Delta)
12/7/21,21J (Delta)
12/8/21,21J (Delta)
12/9/21,21I (Delta)
12/9/21,21J (Delta)
11/26/21,21J (Delta)
12/6/21,21J (Delta)
12/8/21,21J (Delta)
12/7/21,21J (Delta)
12/13/21,21J (Delta)
12/9/21,21J (Delta)
12/8/21,21I (Delta)
12/1/21,21J (Delta)
12/2/21,21J (Delta)
1/2/22,21K (Omicron)
1/4/22,21K (Omicron)
12/17/21,21K (Omicron)
12/21/21,21K (Omicron)
12/30/21,21K (Omicron)
1/1/22,21K (Omicron)
12/20/21,21K (Omicron)
1/2/22,21K (Omicron)
12/27/21,21K (Omicron)
1/9/22,21K (Omicron)
12/31/21,21K (Omicron)
12/18/21,21K (Omicron)
12/2/21,21J (Delta)
1/2/22,21K (Omicron)
12/11/21,21J (Delta)
12/3/21,21J (Delta)
1/2/22,21K (Omicron)
12/31/21,21K (Omicron)
12/21/21,21K (Omicron)
1/2/22,21K (Omicron)
1/1/22,21K (Omicron)
1/2/22,21K (Omicron)
1/1/22,21K (Omicron)
12/11/21,21K (Omicron)
12/7/21,21J (Delta)
1/2/22,21K (Omicron)
1/2/22,21K (Omicron)
12/20/21,21K (Omicron)
12/28/21,21K (Omicron)
1/1/22,21K (Omicron)
