CountyName,AdministeredCount,AdministeredCountChange,AdministeredCountRollAvg,PersonsWithOneDose,PersonsFullyVaccinated,BoosterDoseCount,Report_Date,PctVaccinatedOneDosePopulation,PctFullyVaccinatedPopulation
Illinois,1,1,0,1,0,0,12/15/20 0:00,7.84863E-08,0
Illinois,1569,1568,224,1489,0,0,12/16/20 0:00,0.000116866,0
Illinois,11680,10111,1669,11214,0,0,12/17/20 0:00,0.000880145,0
Illinois,31049,19369,4436,29804,0,0,12/18/20 0:00,0.002339205,0
Illinois,42988,11939,6141,41358,0,0,12/19/20 0:00,0.003246036,0
Illinois,48949,5961,6993,47091,0,0,12/20/20 0:00,0.003695998,0
Illinois,60257,11308,8608,58014,0,0,12/21/20 0:00,0.004553303,0
Illinois,69335,9078,9905,66462,0,0,12/22/20 0:00,0.005216355,0
Illinois,79065,9730,11071,75748,0,0,12/23/20 0:00,0.005945179,0
Illinois,84351,5286,10382,80793,0,0,12/24/20 0:00,0.006341142,0
Illinois,85481,1130,7776,81863,0,0,12/25/20 0:00,0.006425123,0
Illinois,86791,1310,6258,83139,0,0,12/26/20 0:00,0.006525271,0
Illinois,87781,990,5547,84113,0,0,12/27/20 0:00,0.006601717,0
Illinois,93386,5605,4733,89522,0,0,12/28/20 0:00,0.007026249,0
Illinois,110604,17218,5896,106319,0,0,12/29/20 0:00,0.008344583,0
Illinois,129867,19263,7257,125024,0,0,12/30/20 0:00,0.009812669,0
Illinois,143501,13634,8450,138250,0,0,12/31/20 0:00,0.010850729,0
Illinois,148787,5286,9044,143411,0,0,1/1/21 0:00,0.011255796,0
Illinois,152311,3524,9360,146867,0,0,1/2/21 0:00,0.011527045,0
Illinois,154564,2253,9540,149077,0,0,1/3/21 0:00,0.011700499,0
Illinois,167257,12693,10553,161315,147,0,1/4/21 0:00,0.012661015,1.15375E-05
Illinois,190300,23043,11385,183378,525,0,1/5/21 0:00,0.014392657,4.12053E-05
Illinois,210940,20640,11582,201048,2954,0,1/6/21 0:00,0.01577951,0.000231848
Illinois,240987,30047,13927,212669,20306,0,1/7/21 0:00,0.016691599,0.001593742
Illinois,283047,42060,19180,232378,41255,0,1/8/21 0:00,0.018238485,0.003237952
Illinois,306188,23141,21982,243204,52730,0,1/9/21 0:00,0.019088178,0.004138582
Illinois,321783,15595,23888,251409,59688,0,1/10/21 0:00,0.019732158,0.004684689
Illinois,340042,18259,24684,258144,70512,0,1/11/21 0:00,0.020260763,0.005534225
Illinois,370840,30798,25791,277535,80818,0,1/12/21 0:00,0.02178269,0.006343104
Illinois,402409,31569,27353,299709,89254,0,1/13/21 0:00,0.023523045,0.007005215
Illinois,438122,35713,28162,323910,99614,0,1/14/21 0:00,0.025422492,0.007818333
Illinois,463394,25272,25764,346367,101725,0,1/15/21 0:00,0.027185058,0.007984017
Illinois,480025,16631,24834,361290,103041,0,1/16/21 0:00,0.028356309,0.008087305
Illinois,488958,8933,23882,369345,103681,0,1/17/21 0:00,0.028988516,0.008137536
Illinois,502338,13380,23185,379448,106548,0,1/18/21 0:00,0.029781463,0.008362556
Illinois,532233,29895,23056,404068,111234,0,1/19/21 0:00,0.031713795,0.008730343
Illinois,567536,35303,23590,429954,119955,0,1/20/21 0:00,0.033745491,0.009414822
Illinois,612965,45429,24978,465812,128743,0,1/21/21 0:00,0.036559852,0.010104559
Illinois,655206,42241,27402,501020,135039,0,1/22/21 0:00,0.039323197,0.010598709
Illinois,678238,23032,28316,521242,137386,0,1/23/21 0:00,0.040910347,0.010782916
Illinois,692657,14419,29100,532251,140520,0,1/24/21 0:00,0.041774402,0.011028892
Illinois,719844,27187,31072,550761,148635,0,1/25/21 0:00,0.043227183,0.011665809
Illinois,774314,54470,34583,589765,162882,0,1/26/21 0:00,0.046288462,0.012784003
Illinois,831910,57596,37768,627111,182030,0,1/27/21 0:00,0.049219611,0.014286858
Illinois,893146,61236,40026,670543,198696,0,1/28/21 0:00,0.052628427,0.01559491
Illinois,952948,59802,42535,714748,213143,0,1/29/21 0:00,0.056097913,0.016728802
Illinois,994545,41597,45187,747651,221025,0,1/30/21 0:00,0.058680347,0.017347431
Illinois,1012172,17627,45645,760602,225412,0,1/31/21 0:00,0.059696823,0.01769175
Illinois,1046330,34158,46641,785970,233531,0,2/1/21 0:00,0.061687863,0.01832898
Illinois,1114001,67671,48527,835129,250777,0,2/2/21 0:00,0.06554617,0.019682554
Illinois,1180106,66105,49742,887075,263634,0,2/3/21 0:00,0.069623219,0.020691653
Illinois,1259471,79365,52332,948324,280352,0,2/4/21 0:00,0.074430425,0.022003786
Illinois,1328573,69102,53661,1002524,294154,0,2/5/21 0:00,0.078684382,0.023087054
Illinois,1383496,54923,55564,1044425,305970,0,2/6/21 0:00,0.081973035,0.024014448
Illinois,1403170,19674,55857,1059751,309943,0,2/7/21 0:00,0.083175916,0.024326274
Illinois,1463997,60827,59667,1106030,323131,0,2/8/21 0:00,0.086808183,0.025361351
Illinois,1526247,62250,58892,1150416,339730,0,2/9/21 0:00,0.090291875,0.026664145
Illinois,1594661,68414,59222,1197456,359734,0,2/10/21 0:00,0.093983869,0.028234184
Illinois,1689253,94592,61397,1261618,388207,0,2/11/21 0:00,0.099019706,0.030468924
Illinois,1768100,78847,62790,1313893,412911,0,2/12/21 0:00,0.103122577,0.032407849
Illinois,1826169,58069,63239,1355544,428312,0,2/13/21 0:00,0.106391609,0.033616616
Illinois,1865766,39597,66085,1386064,436654,0,2/14/21 0:00,0.10878701,0.034271349
Illinois,1905307,39541,63044,1416621,444856,0,2/15/21 0:00,0.111185316,0.034915094
Illinois,1943173,37866,59561,1438443,460119,0,2/16/21 0:00,0.112898043,0.03611303
Illinois,2012788,69615,59732,1481063,485616,0,2/17/21 0:00,0.116243129,0.038114194
Illinois,2090272,77484,57288,1524021,518530,0,2/18/21 0:00,0.119614742,0.040697492
Illinois,2163592,73320,56499,1564056,550209,0,2/19/21 0:00,0.122756941,0.043183859
Illinois,2174114,10522,49706,1569566,555069,0,2/20/21 0:00,0.1231894,0.043565302
Illinois,2231652,57538,52269,1602440,578570,0,2/21/21 0:00,0.125769558,0.045409808
Illinois,2272180,40528,52410,1623791,596660,0,2/22/21 0:00,0.127445319,0.046829625
Illinois,2324806,52626,54519,1648419,623667,0,2/23/21 0:00,0.129378279,0.048949304
Illinois,2450716,125910,62561,1720311,675974,0,2/24/21 0:00,0.135020815,0.053054686
Illinois,2549145,98429,65553,1764136,728754,0,2/25/21 0:00,0.138460476,0.057197192
Illinois,2630874,81729,66755,1797581,775305,0,2/26/21 0:00,0.14108545,0.060850807
Illinois,2706009,75135,75985,1830374,816300,0,2/27/21 0:00,0.14365925,0.064068352
Illinois,2753568,47559,74559,1857293,836138,0,2/28/21 0:00,0.145772022,0.065625363
Illinois,2811857,58289,77097,1884856,865617,0,3/1/21 0:00,0.14793534,0.06793906
Illinois,2890960,79103,80879,1923438,904675,0,3/2/21 0:00,0.150963498,0.071004577
Illinois,2981953,90993,75891,1967349,949899,0,3/3/21 0:00,0.154409909,0.074554041
Illinois,3112192,130239,80435,2029069,1016285,0,3/4/21 0:00,0.159254082,0.079764431
Illinois,3242692,130500,87403,2097596,1080096,0,3/5/21 0:00,0.164632512,0.084772719
Illinois,3334701,92009,89813,2142846,1127695,0,3/6/21 0:00,0.168184016,0.088508588
Illinois,3362370,27669,86972,2157065,1142581,0,3/7/21 0:00,0.169300012,0.089676935
Illinois,3436750,74380,89270,2195706,1183767,0,3/8/21 0:00,0.172332801,0.092909471
Illinois,3543530,106780,93224,2255292,1236670,0,3/9/21 0:00,0.177009484,0.097061631
Illinois,3657605,114075,96522,2313885,1294746,0,3/10/21 0:00,0.181608231,0.1016198
Illinois,3766194,108589,93429,2364426,1357003,0,3/11/21 0:00,0.185575006,0.10650612
Illinois,3913569,147375,95840,2442703,1428399,0,3/12/21 0:00,0.191718677,0.112109727
Illinois,4007696,94127,96142,2492956,1474165,0,3/13/21 0:00,0.195662848,0.11570173
Illinois,4084994,77298,103232,2528962,1520288,0,3/14/21 0:00,0.198488825,0.119321753
Illinois,4170084,85090,104762,2576393,1560958,0,3/15/21 0:00,0.202211508,0.12251379
Illinois,4278199,108115,104953,2640816,1606378,0,3/16/21 0:00,0.20726783,0.126078637
Illinois,4370877,92678,101896,2693785,1646617,0,3/17/21 0:00,0.21142517,0.129236846
Illinois,4506629,135752,105776,2785128,1692957,0,3/18/21 0:00,0.218594342,0.132873901
Illinois,4636715,130086,103307,2869831,1741047,0,3/19/21 0:00,0.225242366,0.136648306
Illinois,4722422,85707,102104,2929023,1770700,0,3/20/21 0:00,0.229888126,0.13897566
Illinois,4764170,41748,97025,2957940,1786802,0,3/21/21 0:00,0.232157713,0.140239446
Illinois,4839684,75514,95657,3009619,1812770,0,3/22/21 0:00,0.236213806,0.142277578
Illinois,4942797,103113,94943,3083019,1843813,0,3/23/21 0:00,0.241974699,0.144714027
Illinois,5059846,117049,98424,3169449,1876303,0,3/24/21 0:00,0.248758269,0.147264047
Illinois,5182698,122852,96581,3252564,1917511,0,3/25/21 0:00,0.255281656,0.150498309
Illinois,5313736,131038,96717,3333331,1969134,0,3/26/21 0:00,0.261620757,0.154550007
Illinois,5417722,103986,99329,3391655,2014842,0,3/27/21 0:00,0.266198391,0.158137458
Illinois,5465103,47381,100133,3422218,2032978,0,3/28/21 0:00,0.268597168,0.159560885
Illinois,5549099,83996,101345,3479957,2060848,0,3/29/21 0:00,0.273128887,0.161748298
Illinois,5678170,129071,105053,3560466,2111020,0,3/30/21 0:00,0.279447739,0.165686111
Illinois,5787825,109655,103997,3632069,2153658,0,3/31/21 0:00,0.285067592,0.169032609
Illinois,5928425,140600,106532,3717123,2212847,0,4/1/21 0:00,0.291743165,0.173678134
Illinois,6065776,137351,107434,3798467,2272811,0,4/2/21 0:00,0.298127553,0.178384485
Illinois,6162628,96852,106415,3852418,2319658,0,4/3/21 0:00,0.302361966,0.182061332
Illinois,6186617,23989,103073,3864353,2332468,0,4/4/21 0:00,0.3032987,0.183066742
Illinois,6277313,90696,104031,3916484,2377076,0,4/5/21 0:00,0.307390268,0.186567858
Illinois,6408095,130782,104275,3987727,2444820,0,4/6/21 0:00,0.312981867,0.191884832
Illinois,6552614,144519,109256,4071620,2519534,0,4/7/21 0:00,0.319566316,0.197748856
Illinois,6707419,154805,111285,4155291,2609876,0,4/8/21 0:00,0.326133342,0.204839464
Illinois,6874267,166848,115499,4230264,2717974,0,4/9/21 0:00,0.332017694,0.213323674
Illinois,6998055,123788,119347,4298848,2790929,0,4/10/21 0:00,0.337400597,0.219049641
Illinois,7057435,59380,124403,4329015,2825982,0,4/11/21 0:00,0.339768293,0.221800821
Illinois,7152248,94813,124991,4377857,2885295,0,4/12/21 0:00,0.34360172,0.226456078
Illinois,7282298,130050,124886,4438174,2958816,0,4/13/21 0:00,0.348335777,0.232226467
Illinois,7404154,121856,121649,4497103,3022052,0,4/14/21 0:00,0.352960895,0.237189626
Illinois,7566447,162293,122718,4572104,3108296,0,4/15/21 0:00,0.358847445,0.243958597
Illinois,7719165,152718,120700,4638795,3193364,0,4/16/21 0:00,0.364081773,0.250635268
Illinois,7828551,109386,118642,4686897,3253289,0,4/17/21 0:00,0.36785712,0.255338558
Illinois,7889209,60658,118825,4711817,3288161,0,4/18/21 0:00,0.369812999,0.258075532
Illinois,7968069,78860,116546,4740677,3337579,0,4/19/21 0:00,0.372078113,0.261954167
Illinois,8110833,142764,118362,4801670,3417642,0,4/20/21 0:00,0.376865226,0.268238014
Illinois,8237446,126613,119042,4855555,3488370,0,4/21/21 0:00,0.38109446,0.273789192
Illinois,8366074,128628,114232,4908121,3562615,0,4/22/21 0:00,0.38522017,0.279616406
Illinois,8489011,122937,109978,4959842,3631469,0,4/23/21 0:00,0.389279559,0.285020501
Illinois,8575992,86981,106777,5000067,3676821,0,4/24/21 0:00,0.392436669,0.28858001
Illinois,8620094,44102,104412,5024540,3695700,0,4/25/21 0:00,0.394357464,0.290061753
Illinois,8695591,75497,103932,5056236,3738457,0,4/26/21 0:00,0.396845165,0.293417591
Illinois,8793890,98299,97580,5092825,3799745,0,4/27/21 0:00,0.3997169,0.298227858
Illinois,8893746,99856,93757,5128302,3863190,0,4/28/21 0:00,0.402501358,0.30320742
Illinois,8989166,95420,89013,5162593,3924536,0,4/29/21 0:00,0.405192731,0.30802224
Illinois,9073142,83976,83447,5193677,3977926,0,4/30/21 0:00,0.407632399,0.312212622
Illinois,9114981,41839,76998,5211377,4002150,0,5/1/21 0:00,0.409021606,0.314113874
Illinois,9130182,15201,72870,5218607,4009925,0,5/2/21 0:00,0.409589062,0.314724105
Illinois,9173412,43230,68260,5235768,4036385,0,5/3/21 0:00,0.410935965,0.316800852
Illinois,9286089,112677,70314,5280634,4105714,0,5/4/21 0:00,0.41445733,0.322242228
Illinois,9381155,95066,69630,5309847,4173401,0,5/5/21 0:00,0.41675015,0.327554728
Illinois,9450789,69634,65946,5331584,4224101,0,5/6/21 0:00,0.418456206,0.331533983
Illinois,9547161,96372,67717,5358035,4294986,0,5/7/21 0:00,0.420532247,0.337097483
Illinois,9620836,73675,72265,5383684,4344351,0,5/8/21 0:00,0.422545342,0.340971958
Illinois,9688264,67428,79726,5408564,4389779,0,5/9/21 0:00,0.42449808,0.344537433
Illinois,9745118,56854,81672,5426580,4430824,0,5/10/21 0:00,0.425912089,0.347758903
Illinois,9814274,69156,75455,5446059,4482960,0,5/11/21 0:00,0.427440923,0.351850864
Illinois,9879218,64944,71152,5464210,4530372,0,5/12/21 0:00,0.428865528,0.355572055
Illinois,9953104,73886,71759,5490066,4579690,0,5/13/21 0:00,0.430894869,0.359442842
Illinois,10068056,114952,74414,5534161,4651001,0,5/14/21 0:00,0.434355722,0.365039777
Illinois,10133264,65208,73204,5560052,4690850,0,5/15/21 0:00,0.43638781,0.368167377
Illinois,10163111,29847,67835,5573807,4706884,0,5/16/21 0:00,0.437467389,0.369425826
Illinois,10208662,45551,66221,5592582,4734553,0,5/17/21 0:00,0.438940969,0.371597463
Illinois,10300013,91351,69391,5634776,4786005,0,5/18/21 0:00,0.442252619,0.375635739
Illinois,10384917,84904,72243,5676488,4831452,0,5/19/21 0:00,0.445526439,0.379202705
Illinois,10506983,122066,79126,5734806,4896994,0,5/20/21 0:00,0.450103602,0.384346853
Illinois,10580344,73361,73184,5767367,4939105,0,5/21/21 0:00,0.452659194,0.387651989
Illinois,10638873,58529,72230,5792964,4973181,0,5/22/21 0:00,0.454668207,0.390326487
Illinois,10673782,34909,72953,5812568,4988678,0,5/23/21 0:00,0.456206852,0.391542789
Illinois,10721440,47658,73254,5835830,5014432,0,5/24/21 0:00,0.4580326,0.393564125
Illinois,10779016,57576,68429,5863945,5045461,0,5/25/21 0:00,0.460239242,0.395999476
Illinois,10840066,61050,65021,5896340,5076166,0,5/26/21 0:00,0.462781805,0.398409397
Illinois,10899912,59846,56133,5924441,5109263,0,5/27/21 0:00,0.464987348,0.401007057
Illinois,10952787,52875,53206,5947279,5140235,0,5/28/21 0:00,0.466779818,0.403437935
Illinois,10991064,38277,50313,5965106,5161524,0,5/29/21 0:00,0.468178993,0.405108829
Illinois,11013036,21972,48465,5975887,5173481,0,5/30/21 0:00,0.469025153,0.40604729
Illinois,11029674,16638,44033,5984304,5182171,0,5/31/21 0:00,0.469685772,0.406729335
Illinois,11057693,28019,39811,5994299,5200802,0,6/1/21 0:00,0.470470243,0.408191613
Illinois,11092153,34460,36012,6010266,5220277,0,6/2/21 0:00,0.471723433,0.409720134
Illinois,11143284,51131,34767,6031318,5251407,0,6/3/21 0:00,0.473375726,0.412163412
Illinois,11196517,53233,34819,6049663,5287278,0,6/4/21 0:00,0.474815557,0.414978793
Illinois,11243400,46883,36048,6064980,5319517,0,6/5/21 0:00,0.476017732,0.417509112
Illinois,11276014,32614,37568,6074848,5342595,0,6/6/21 0:00,0.476792234,0.419320419
Illinois,11318913,42899,41320,6086827,5374272,0,6/7/21 0:00,0.477732421,0.421806629
Illinois,11367865,48952,44310,6102564,5408408,0,6/8/21 0:00,0.47896756,0.424485836
Illinois,11427648,59783,47928,6123348,5448053,0,6/9/21 0:00,0.480598819,0.427597425
Illinois,11468093,40445,46401,6137645,5475560,0,6/10/21 0:00,0.481720937,0.429756347
Illinois,11505329,37236,44116,6149788,5501469,0,6/11/21 0:00,0.482673996,0.431789848
Illinois,11527588,22259,40598,6156697,5517460,0,6/12/21 0:00,0.483216258,0.433044922
Illinois,11549407,21819,39056,6162633,5533518,0,6/13/21 0:00,0.483682153,0.434305255
Illinois,11618010,68603,42728,6184392,5581911,0,6/14/21 0:00,0.485389936,0.438103442
Illinois,11669405,51395,43077,6200983,5617707,0,6/15/21 0:00,0.486692101,0.440912937
Illinois,11706446,37041,39828,6214483,5642268,0,6/16/21 0:00,0.487751666,0.442840638
Illinois,11755332,48886,41034,6232194,5674602,0,6/17/21 0:00,0.489141737,0.445378414
Illinois,11778819,23487,39070,6241011,5690084,0,6/18/21 0:00,0.48983375,0.446593538
Illinois,11816947,38128,41337,6255870,5714244,0,6/19/21 0:00,0.490999978,0.448489767
Illinois,11833426,16479,40574,6262367,5724583,0,6/20/21 0:00,0.491509903,0.449301237
Illinois,11854533,21107,33789,6271472,5737180,0,6/21/21 0:00,0.492224521,0.450289928
Illinois,11881322,26789,30274,6284137,5752507,0,6/22/21 0:00,0.49321855,0.451492888
Illinois,11911840,30518,29342,6296918,5771116,0,6/23/21 0:00,0.494221683,0.452953439
Illinois,11950685,38845,27908,6313965,5793609,0,6/24/21 0:00,0.495559639,0.454718831
Illinois,12035099,84414,36611,6347881,5843665,0,6/25/21 0:00,0.498221579,0.45864754
Illinois,12130092,94993,44735,6384294,5901983,0,6/26/21 0:00,0.5010795,0.463224703
Illinois,12138412,8320,43569,6387541,5907209,0,6/27/21 0:00,0.501334345,0.463634872
Illinois,12160549,22137,43717,6397491,5920069,0,6/28/21 0:00,0.502115284,0.464644206
Illinois,12189027,28478,43958,6410804,5936023,0,6/29/21 0:00,0.503160172,0.465896376
Illinois,12215731,26704,43413,6422655,5951313,0,6/30/21 0:00,0.504090313,0.467096431
Illinois,12239956,24225,41324,6433692,5965077,0,7/1/21 0:00,0.504956566,0.468176717
Illinois,12265008,25052,32844,6445546,5978762,0,7/2/21 0:00,0.505886942,0.469250801
Illinois,12282584,17576,21785,6453133,5989103,0,7/3/21 0:00,0.506482418,0.470062428
Illinois,12291776,9192,21909,6457431,5994080,0,7/4/21 0:00,0.506819752,0.470453054
Illinois,12293073,1297,18932,6457961,5994923,0,7/5/21 0:00,0.506861349,0.470519218
Illinois,12305425,12352,16628,6462797,6002966,0,7/6/21 0:00,0.507240909,0.471150483
Illinois,12328799,23374,16153,6472473,6017111,0,7/7/21 0:00,0.508000342,0.472260672
Illinois,12353373,24574,16202,6483442,6031374,0,7/8/21 0:00,0.508861258,0.473380122
Illinois,12375185,21812,15740,6493475,6043884,0,7/9/21 0:00,0.509648711,0.474361985
Illinois,12393744,18559,15880,6501807,6054436,0,7/10/21 0:00,0.510302659,0.475190172
Illinois,12407881,14137,16586,6508925,6061669,0,7/11/21 0:00,0.510861324,0.475757864
Illinois,12432794,24913,19960,6520973,6075108,0,7/12/21 0:00,0.511806927,0.476812641
Illinois,12454564,21770,21306,6532121,6086144,0,7/13/21 0:00,0.512681892,0.477678815
Illinois,12475430,20866,20947,6542651,6096725,0,7/14/21 0:00,0.513508353,0.478509279
Illinois,12495945,20515,20367,6552956,6107238,0,7/15/21 0:00,0.514317154,0.479334405
Illinois,12516956,21011,20253,6563529,6117898,0,7/16/21 0:00,0.515146989,0.480171069
Illinois,12535023,18067,20183,6572766,6126767,0,7/17/21 0:00,0.515871967,0.480867164
Illinois,12546855,11832,19853,6578688,6132810,0,7/18/21 0:00,0.516336763,0.481341456
Illinois,12564632,17777,18834,6587999,6141743,0,7/19/21 0:00,0.517067548,0.482042574
Illinois,12589350,24718,19255,6601169,6153633,0,7/20/21 0:00,0.518101213,0.482975776
Illinois,12612822,23472,19627,6614070,6164772,0,7/21/21 0:00,0.519113764,0.483850035
Illinois,12630653,17831,19244,6624176,6172804,0,7/22/21 0:00,0.519906947,0.484480437
Illinois,12650085,19432,19018,6635785,6181054,0,7/23/21 0:00,0.520818094,0.485127948
Illinois,12663056,12971,18290,6643622,6186208,0,7/24/21 0:00,0.521433191,0.485532467
Illinois,12670918,7862,17723,6648615,6189225,0,7/25/21 0:00,0.521825073,0.48576926
Illinois,12684070,13152,17063,6657306,6194171,0,7/26/21 0:00,0.522507197,0.486157453
Illinois,12710439,26369,17298,6672559,6205512,0,7/27/21 0:00,0.523704348,0.487047566
Illinois,12756924,46485,20586,6700478,6224591,0,7/28/21 0:00,0.525895607,0.488545006
Illinois,12780136,23212,21355,6714688,6234381,0,7/29/21 0:00,0.527010897,0.489313386
Illinois,12824004,43868,24846,6737539,6255904,0,7/30/21 0:00,0.528804387,0.491002647
Illinois,12844198,20194,25877,6750060,6263735,0,7/31/21 0:00,0.529787114,0.491617273
Illinois,12857677,13479,26680,6757763,6269587,0,8/1/21 0:00,0.530391694,0.492076574
Illinois,12876813,19136,27535,6769259,6277487,0,8/2/21 0:00,0.531293972,0.492696616
Illinois,12902791,25978,27479,6785102,6288230,0,8/3/21 0:00,0.53253743,0.493539794
Illinois,12927185,24394,24323,6800005,6298108,0,8/4/21 0:00,0.533707111,0.494315082
Illinois,12952341,25156,24601,6815410,6308355,0,8/5/21 0:00,0.534916192,0.495119331
Illinois,12978108,25767,22015,6830511,6319269,0,8/6/21 0:00,0.536101414,0.49597593
Illinois,13014964,36856,24395,6849966,6336830,0,8/7/21 0:00,0.537628364,0.497354227
Illinois,13031100,16136,24775,6859349,6343712,0,8/8/21 0:00,0.538364801,0.49789437
Illinois,13047804,16704,24427,6868779,6351319,0,8/9/21 0:00,0.539104927,0.498491415
Illinois,13064055,16251,23038,6878115,6358573,0,8/10/21 0:00,0.539837675,0.499060755
Illinois,13115943,51888,26965,6905889,6385077,0,8/11/21 0:00,0.542017553,0.501140955
Illinois,13162570,46627,30033,6930400,6408370,0,8/12/21 0:00,0.54394133,0.502969136
Illinois,13204985,42415,32411,6952365,6429343,127,8/13/21 0:00,0.545665281,0.504615229
Illinois,13260291,55306,35047,6981683,6456996,635,8/14/21 0:00,0.547966342,0.50678561
Illinois,13299512,39221,38345,7000783,6475962,1894,8/15/21 0:00,0.54946543,0.508274181
Illinois,13319132,19620,38761,7009853,6485021,3452,8/16/21 0:00,0.550177301,0.508985188
Illinois,13347234,28102,40454,7022322,6497922,6268,8/17/21 0:00,0.551155946,0.50999774
Illinois,13376159,28925,37174,7035742,6510142,9594,8/18/21 0:00,0.552209232,0.510956842
Illinois,13402554,26395,34283,7047203,6521733,12974,8/19/21 0:00,0.553108763,0.511866576
Illinois,13428412,25858,31918,7058519,6532923,16309,8/20/21 0:00,0.553996914,0.512744838
Illinois,13452847,24435,27508,7068505,6544409,19153,8/21/21 0:00,0.554780678,0.513646331
Illinois,13468964,16117,24207,7075242,6552072,20695,8/22/21 0:00,0.55530944,0.514247772
Illinois,13488379,19415,24178,7083732,6561373,22347,8/23/21 0:00,0.555975789,0.514977773
Illinois,13516454,28075,24174,7095944,6574277,25139,8/24/21 0:00,0.556934263,0.51599056
Illinois,13542877,26423,23817,7107493,6586630,27621,8/25/21 0:00,0.557840701,0.516960101
Illinois,13586769,43892,26316,7135710,6599593,30194,8/26/21 0:00,0.560055349,0.517977518
Illinois,13624094,37325,27955,7155370,6614431,33014,8/27/21 0:00,0.561598389,0.519142098
Illinois,13674510,50416,31666,7181042,6636276,35662,8/28/21 0:00,0.563613289,0.520856631
Illinois,13733451,58941,37784,7201303,6672918,37349,8/29/21 0:00,0.565203499,0.523732525
Illinois,13763922,30471,39363,7213433,6689360,39412,8/30/21 0:00,0.566155538,0.525022996
Illinois,13792680,28758,39461,7226244,6702096,42689,8/31/21 0:00,0.567161026,0.526022598
Illinois,13819886,27206,39573,7239213,6713998,45242,9/1/21 0:00,0.568178914,0.526956742
Illinois,13846635,26749,37124,7252294,6724928,48252,9/2/21 0:00,0.569205593,0.527814597
Illinois,13873545,26910,35636,7265588,6736025,51035,9/3/21 0:00,0.57024899,0.528685559
Illinois,13898275,24730,31966,7277410,6746452,53386,9/4/21 0:00,0.571176855,0.529503935
Illinois,13914900,16625,25921,7285261,6753648,54791,9/5/21 0:00,0.571793051,0.530068723
Illinois,13926656,11756,23248,7290853,6758699,55691,9/6/21 0:00,0.572231946,0.530465157
Illinois,13939033,12377,20908,7296198,6764805,56869,9/7/21 0:00,0.572651455,0.530944394
Illinois,13964530,25497,20663,7306809,6777259,59161,9/8/21 0:00,0.573484273,0.531921862
Illinois,13987992,23462,20194,7317076,6788142,61622,9/9/21 0:00,0.574290092,0.532776028
Illinois,14011171,23179,19661,7327705,6798507,63964,9/10/21 0:00,0.575124322,0.533589539
Illinois,14031567,20396,19042,7336530,6808115,65691,9/11/21 0:00,0.575816964,0.534343635
