CountyName,AdministeredCount,AdministeredCountChange,AdministeredCountRollAvg,PersonsWithOneDose,PersonsFullyVaccinated,BoosterDoseCount,Report_Date,PctVaccinatedOneDosePopulation,PctFullyVaccinatedPopulation
Illinois,22590618,12027,9163,8960938,8292977,4595891,6/23/22 0:00,0.703310708,0.650884933
Illinois,22602529,11911,9304,8963221,8293994,4598754,6/24/22 0:00,0.703489893,0.650964753
Illinois,22610422,7893,9370,8965010,8294695,4600697,6/25/22 0:00,0.703630304,0.651019772
Illinois,22616700,6278,9687,8967421,8295072,4601992,6/26/22 0:00,0.703819535,0.651049362
Illinois,22626497,9797,10103,8970336,8295832,4604185,6/27/22 0:00,0.704048322,0.651109011
Illinois,22639373,12876,10282,8973745,8296952,4607223,6/28/22 0:00,0.704315882,0.651196916
Illinois,22652023,12650,10490,8976762,8298122,4610477,6/29/22 0:00,0.704552675,0.651288745
Illinois,22665124,13101,10644,8979667,8299211,4613635,6/30/22 0:00,0.704780678,0.651374216
Illinois,22676266,11142,10534,8982317,8300162,4616307,7/1/22 0:00,0.704988667,0.651448857
Illinois,22683608,7342,10455,8984090,8300758,4618189,7/2/22 0:00,0.705127823,0.651495635
Illinois,22687257,3649,10080,8984972,8301067,4619128,7/3/22 0:00,0.705197048,0.651519887
Illinois,22689253,1996,8965,8985382,8301258,4619684,7/4/22 0:00,0.705229227,0.651534878
Illinois,22695562,6309,8027,8987032,8301870,4621083,7/5/22 0:00,0.705358729,0.651582911
Illinois,22707138,11576,7874,8989722,8303049,4624020,7/6/22 0:00,0.705569858,0.651675447
Illinois,22718104,10966,7569,8992304,8304061,4626801,7/7/22 0:00,0.705772509,0.651754875
Illinois,22729626,11522,7623,8995016,8305062,4629717,7/8/22 0:00,0.705985364,0.65183344
Illinois,22738472,8846,7838,8997023,8305783,4631921,7/9/22 0:00,0.706142886,0.651890028
Illinois,22742926,4454,7953,8997834,8306166,4632965,7/10/22 0:00,0.706206538,0.651920088
Illinois,22752042,9116,8970,8999808,8306941,4635176,7/11/22 0:00,0.70636147,0.651980915
Illinois,22765241,13199,9954,9002350,8308124,4638260,7/12/22 0:00,0.706560982,0.652073765
Illinois,22779175,13934,10291,9004865,8309185,4641465,7/13/22 0:00,0.706758375,0.652157038
Illinois,22795382,16207,11040,9007295,8310350,4645035,7/14/22 0:00,0.706949097,0.652248475
Illinois,22811337,15955,11673,9009822,8311463,4648344,7/15/22 0:00,0.707147432,0.65233583
Illinois,22823147,11810,12096,9011314,8312211,4650826,7/16/22 0:00,0.707264533,0.652394538
Illinois,22830832,7685,12558,9012317,8312654,4652339,7/17/22 0:00,0.707343255,0.652429307
Illinois,22844178,13346,13162,9014348,8313517,4654986,7/18/22 0:00,0.707502661,0.652497041
Illinois,22860754,16576,13645,9016632,8314668,4658496,7/19/22 0:00,0.707681923,0.652587379
Illinois,22875253,14499,13725,9018932,8315715,4661460,7/20/22 0:00,0.707862442,0.652669554
Illinois,22890211,14958,13547,9021135,8316770,4664443,7/21/22 0:00,0.708035347,0.652752357
Illinois,22906056,15845,13531,9023365,8317826,4667549,7/22/22 0:00,0.708210371,0.652835238
Illinois,22917465,11409,13474,9024831,8318586,4669768,7/23/22 0:00,0.708325432,0.652894888
Illinois,22924179,6714,13335,9025530,8318976,4671000,7/24/22 0:00,0.708380294,0.652925498
Illinois,22935490,11311,13045,9027182,8319725,4673351,7/25/22 0:00,0.708509954,0.652984284
Illinois,22950656,15166,12843,9029480,8320703,4676590,7/26/22 0:00,0.708690315,0.653061043
Illinois,22965066,14410,12830,9031889,8321773,4679722,7/27/22 0:00,0.708879389,0.653145024
Illinois,22977986,12920,12539,9033901,8322917,4682592,7/28/22 0:00,0.709037303,0.653234812
Illinois,22991026,13040,12139,9036165,8323957,4685502,7/29/22 0:00,0.709214996,0.653316438
Illinois,22999668,8642,11743,9037401,8324618,4687466,7/30/22 0:00,0.709312005,0.653368317
Illinois,23004106,4438,11418,9038103,8324947,4688521,7/31/22 0:00,0.709367102,0.653394139
Illinois,23013324,9218,11119,9039847,8325736,4690819,8/1/22 0:00,0.709503982,0.653456065
Illinois,23024716,11392,10580,9041900,8326759,4693710,8/2/22 0:00,0.709665115,0.653536356
Illinois,23035762,11046,10099,9044219,8327779,4696682,8/3/22 0:00,0.709847124,0.653616412
Illinois,23046736,10974,9821,9046260,8328740,4699728,8/4/22 0:00,0.710007315,0.653691838
Illinois,23057699,10963,9525,9048243,8329681,4702844,8/5/22 0:00,0.710162953,0.653765693
Illinois,23065264,7565,9371,9049530,8330259,4704792,8/6/22 0:00,0.710263965,0.653811058
Illinois,23069857,4593,9393,9050308,8330667,4705982,8/7/22 0:00,0.710325027,0.653843081
Illinois,23078817,8960,9356,9051822,8331502,4708827,8/8/22 0:00,0.710443856,0.653908617
Illinois,23090472,11655,9394,9053911,8332672,4712189,8/9/22 0:00,0.710607813,0.654000446
Illinois,23100964,10492,9315,9055971,8333742,4715245,8/10/22 0:00,0.710769495,0.654084426
Illinois,23110601,9637,9124,9057830,8334750,4717961,8/11/22 0:00,0.710915401,0.65416354
Illinois,23120653,10052,8993,9059751,8335658,4720912,8/12/22 0:00,0.711066173,0.654234806
Illinois,23127311,6658,8864,9061152,8336294,4722830,8/13/22 0:00,0.711176133,0.654284723
Illinois,23130905,3594,8721,9061822,8336607,4723812,8/14/22 0:00,0.711228718,0.654309289
Illinois,23138711,7806,8556,9063624,8337436,4726156,8/15/22 0:00,0.711370151,0.654374354
Illinois,23148659,9948,8312,9065801,8338530,4729050,8/16/22 0:00,0.711541015,0.654460218
Illinois,23157840,9181,8125,9067891,8339497,4731599,8/17/22 0:00,0.711705052,0.654536115
Illinois,23166764,8924,8023,9069836,8340487,4733939,8/18/22 0:00,0.711857708,0.654613816
Illinois,23175468,8704,7831,9071790,8341404,4736163,8/19/22 0:00,0.71201107,0.654685788
Illinois,23181237,5769,7704,9073234,8341980,4737737,8/20/22 0:00,0.712124404,0.654730996
Illinois,23184132,2895,7604,9073923,8342275,4738559,8/21/22 0:00,0.712178481,0.65475415
Illinois,23190343,6211,7376,9075428,8342946,4740030,8/22/22 0:00,0.712296603,0.654806814
Illinois,23198641,8298,7140,9077240,8343787,4741977,8/23/22 0:00,0.71243882,0.654872821
Illinois,23206696,8055,6979,9079027,8344698,4743943,8/24/22 0:00,0.712579075,0.654944322
Illinois,23213858,7162,6728,9080825,8345471,4745529,8/25/22 0:00,0.712720193,0.655004992
