ReportDate,CountyName,CumulativeCases,CasesChange,TotalTested,TotalTestedChange,Deaths,DeathsChange
6/24/20 0:00,Cook,37142,191,309003,4862,1938,25
6/25/20 0:00,Cook,37383,241,314538,5535,1942,4
6/26/20 0:00,Cook,37557,174,320608,6070,1951,9
6/27/20 0:00,Cook,37679,122,327059,6451,1956,5
6/28/20 0:00,Cook,37805,126,331113,4054,1960,4
6/29/20 0:00,Cook,37972,167,336073,4960,1961,1
6/30/20 0:00,Cook,38182,210,341169,5096,1967,6
7/1/20 0:00,Cook,38351,169,347792,6623,1970,3
7/2/20 0:00,Cook,38548,197,353870,6078,1986,16
7/3/20 0:00,Cook,38685,137,360404,6534,1990,4
7/4/20 0:00,Cook,38865,180,366662,6258,1991,1
7/5/20 0:00,Cook,39001,136,372348,5686,1993,2
7/6/20 0:00,Cook,39111,110,376001,3653,1994,1
7/7/20 0:00,Cook,39233,122,380853,4852,2006,12
7/8/20 0:00,Cook,39452,219,387707,6854,2014,8
7/9/20 0:00,Cook,39661,209,394474,6767,2019,5
7/10/20 0:00,Cook,39929,268,401896,7422,2027,8
7/11/20 0:00,Cook,40170,241,407581,5685,2035,8
7/12/20 0:00,Cook,40331,161,415930,8349,2042,7
7/13/20 0:00,Cook,40485,154,421863,5933,2041,-1
7/14/20 0:00,Cook,40603,118,426291,4428,2044,3
7/15/20 0:00,Cook,40805,202,433102,6811,2043,-1
7/16/20 0:00,Cook,41024,219,441126,8024,2043,0
7/17/20 0:00,Cook,41254,230,447719,6593,2049,6
7/18/20 0:00,Cook,41512,258,454906,7187,2050,1
7/19/20 0:00,Cook,41707,195,461082,6176,2048,-2
7/20/20 0:00,Cook,41902,195,467104,6022,2049,1
7/21/20 0:00,Cook,42122,220,473209,6105,2056,7
7/22/20 0:00,Cook,42430,308,480009,6800,2065,9
7/23/20 0:00,Cook,42715,285,487043,7034,2067,2
7/24/20 0:00,Cook,42966,251,495002,7959,2075,8
7/25/20 0:00,Cook,43175,209,501815,6813,2081,6
7/26/20 0:00,Cook,43448,273,508746,6931,2083,2
7/27/20 0:00,Cook,43605,157,513664,4918,2086,3
7/28/20 0:00,Cook,43750,145,518226,4562,2092,6
7/29/20 0:00,Cook,43999,249,523546,5320,2094,2
7/30/20 0:00,Cook,44315,316,530546,7000,2097,3
7/31/20 0:00,Cook,44666,351,539218,8672,2103,6
8/1/20 0:00,Cook,44926,260,545511,6293,2102,-1
8/2/20 0:00,Cook,45112,186,551952,6441,2107,5
8/3/20 0:00,Cook,45305,193,556326,4374,2108,1
8/4/20 0:00,Cook,45599,294,563613,7287,2109,1
8/5/20 0:00,Cook,45968,369,570948,7335,2111,2
8/6/20 0:00,Cook,46343,375,577781,6833,2112,1
8/7/20 0:00,Cook,46878,535,586304,8523,2113,1
8/8/20 0:00,Cook,47288,410,594693,8389,2115,2
8/9/20 0:00,Cook,47571,283,602294,7601,2119,4
8/10/20 0:00,Cook,47819,248,608551,6257,2119,0
8/11/20 0:00,Cook,48128,309,615630,7079,2121,2
8/12/20 0:00,Cook,48433,305,621218,5588,2122,1
8/13/20 0:00,Cook,48794,361,628180,6962,2126,4
8/14/20 0:00,Cook,49240,446,636188,8008,2129,3
8/15/20 0:00,Cook,49543,303,644789,8601,2130,1
8/16/20 0:00,Cook,49822,279,651277,6488,2134,4
8/17/20 0:00,Cook,50189,367,658791,7514,2134,0
8/18/20 0:00,Cook,50498,309,665611,6820,2142,8
8/19/20 0:00,Cook,50902,404,672110,6499,2148,6
8/20/20 0:00,Cook,51289,387,680342,8232,2151,3
8/21/20 0:00,Cook,51729,440,689346,9004,2153,2
8/22/20 0:00,Cook,52199,470,698589,9243,2158,5
8/23/20 0:00,Cook,52586,387,706599,8010,2159,1
8/24/20 0:00,Cook,52855,269,712939,6340,2160,1
8/25/20 0:00,Cook,53157,302,718641,5702,2165,5
8/26/20 0:00,Cook,53578,421,726381,7740,2170,5
8/27/20 0:00,Cook,53876,298,731769,5388,2176,6
8/28/20 0:00,Cook,54242,366,738721,6952,2177,1
8/29/20 0:00,Cook,54575,333,745941,7220,2177,0
8/30/20 0:00,Cook,55019,444,755670,9729,2179,2
8/31/20 0:00,Cook,55292,273,760994,5324,2181,2
9/1/20 0:00,Cook,55551,259,764896,3902,2186,5
9/2/20 0:00,Cook,55891,340,770179,5283,2190,4
9/3/20 0:00,Cook,56117,226,776078,5899,2193,3
9/4/20 0:00,Cook,56932,815,796843,20765,2196,3
9/5/20 0:00,Cook,57480,548,807455,10612,2199,3
9/6/20 0:00,Cook,57732,252,814257,6802,2200,1
9/7/20 0:00,Cook,57988,256,818326,4069,2201,1
9/8/20 0:00,Cook,58244,256,824167,5841,2201,0
9/9/20 0:00,Cook,58445,201,829447,5280,2202,1
9/10/20 0:00,Cook,58773,328,836349,6902,2204,2
9/11/20 0:00,Cook,59120,347,844614,8265,2209,5
9/12/20 0:00,Cook,59458,338,852692,8078,2215,6
9/13/20 0:00,Cook,59649,191,860582,7890,2217,2
9/14/20 0:00,Cook,59865,216,866565,5983,2218,1
9/15/20 0:00,Cook,60096,231,871664,5099,2218,0
9/16/20 0:00,Cook,60404,308,879554,7890,2223,5
9/17/20 0:00,Cook,60751,347,887546,7992,2224,1
9/18/20 0:00,Cook,61069,318,895734,8188,2225,1
9/19/20 0:00,Cook,61610,541,915119,19385,2227,2
9/20/20 0:00,Cook,61847,237,922703,7584,2230,3
9/21/20 0:00,Cook,62097,250,927955,5252,2234,4
9/22/20 0:00,Cook,62391,294,933804,5849,2237,3
9/23/20 0:00,Cook,62634,243,939525,5721,2241,4
9/24/20 0:00,Cook,63085,451,949174,9649,2243,2
9/25/20 0:00,Cook,63508,423,960309,11135,2250,7
9/26/20 0:00,Cook,63970,462,970610,10301,2255,5
9/27/20 0:00,Cook,64245,275,978087,7477,2258,3
9/28/20 0:00,Cook,64550,305,985804,7717,2261,3
9/29/20 0:00,Cook,64758,208,992472,6668,2262,1
9/30/20 0:00,Cook,65197,439,1000285,7813,2265,3
10/1/20 0:00,Cook,65472,275,1009614,9329,2267,2
10/2/20 0:00,Cook,65905,433,1020617,11003,2275,8
10/3/20 0:00,Cook,66378,473,1033148,12531,2277,2
10/4/20 0:00,Cook,66679,301,1042153,9005,2280,3
10/5/20 0:00,Cook,67086,407,1048891,6738,2284,4
10/6/20 0:00,Cook,67355,269,1055113,6222,2289,5
10/7/20 0:00,Cook,67843,488,1063484,8371,2290,1
10/8/20 0:00,Cook,68400,557,1074971,11487,2296,6
10/9/20 0:00,Cook,68877,477,1086124,11153,2302,6
10/10/20 0:00,Cook,69429,552,1097849,11725,2308,6
10/11/20 0:00,Cook,69872,443,1108350,10501,2310,2
10/12/20 0:00,Cook,70414,542,1116755,8405,2313,3
10/13/20 0:00,Cook,71086,672,1125903,9148,2320,7
10/14/20 0:00,Cook,71481,395,1133906,8003,2322,2
10/15/20 0:00,Cook,72234,753,1143544,9638,2329,7
10/16/20 0:00,Cook,73070,836,1158181,14637,2332,3
10/17/20 0:00,Cook,73760,690,1173209,15028,2337,5
10/18/20 0:00,Cook,74520,760,1187934,14725,2341,4
10/19/20 0:00,Cook,75240,720,1196737,8803,2347,6
10/20/20 0:00,Cook,75957,717,1206259,9522,2350,3
10/21/20 0:00,Cook,76733,776,1216715,10456,2356,6
10/22/20 0:00,Cook,77608,875,1229902,13187,2361,5
10/23/20 0:00,Cook,78203,595,1241780,11878,2363,2
10/24/20 0:00,Cook,79401,1198,1257194,15414,2374,11
10/25/20 0:00,Cook,80123,722,1270723,13529,2380,6
10/26/20 0:00,Cook,81076,953,1281361,10638,2384,4
10/27/20 0:00,Cook,81791,715,1291104,9743,2387,3
10/28/20 0:00,Cook,83068,1277,1301645,10541,2392,5
10/29/20 0:00,Cook,84204,1136,1315197,13552,2397,5
10/30/20 0:00,Cook,85453,1249,1330314,15117,2401,4
10/31/20 0:00,Cook,87022,1569,1347386,17072,2411,10
11/1/20 0:00,Cook,88576,1554,1363185,15799,2422,11
11/2/20 0:00,Cook,89741,1165,1374544,11359,2428,6
11/3/20 0:00,Cook,91001,1260,1388120,13576,2433,5
11/4/20 0:00,Cook,92606,1605,1400087,11967,2440,7
11/5/20 0:00,Cook,95289,2683,1414565,14478,2463,23
11/6/20 0:00,Cook,96931,1642,1429806,15241,2465,2
11/7/20 0:00,Cook,99289,2358,1447888,18082,2482,17
11/8/20 0:00,Cook,101137,1848,1464713,16825,2502,20
11/9/20 0:00,Cook,103150,2013,1476783,12070,2507,5
11/10/20 0:00,Cook,105385,2235,1492631,15848,2514,7
11/11/20 0:00,Cook,107562,2177,1507084,14453,2548,34
11/12/20 0:00,Cook,110118,2556,1524403,17319,2549,1
11/13/20 0:00,Cook,113077,2959,1541781,17378,2551,2
11/14/20 0:00,Cook,114795,1718,1562986,21205,2597,46
11/15/20 0:00,Cook,117227,2432,1579126,16140,2604,7
11/16/20 0:00,Cook,119292,2065,1594674,15548,2620,16
11/17/20 0:00,Cook,121621,2329,1610703,16029,2627,7
11/18/20 0:00,Cook,122601,980,1627701,16998,2660,33
11/19/20 0:00,Cook,125615,3014,1648061,20360,2680,20
11/20/20 0:00,Cook,127730,2115,1667030,18969,2717,37
11/21/20 0:00,Cook,129878,2148,1685983,18953,2750,33
11/22/20 0:00,Cook,131812,1934,1700566,14583,2770,20
11/23/20 0:00,Cook,133444,1632,1717832,17266,2785,15
11/24/20 0:00,Cook,134814,1370,1734883,17051,2806,21
11/25/20 0:00,Cook,136997,2183,1755890,21007,2814,8
11/26/20 0:00,Cook,139203,2206,1773247,17357,2840,26
11/27/20 0:00,Cook,140466,1263,1787455,14208,2850,10
11/28/20 0:00,Cook,141978,1512,1800724,13269,2895,45
11/29/20 0:00,Cook,143418,1440,1812546,11822,2917,22
11/30/20 0:00,Cook,144593,1175,1824547,12001,2958,41
12/1/20 0:00,Cook,146981,2388,1849171,24624,2964,6
12/2/20 0:00,Cook,148952,1971,1863247,14076,2999,35
12/3/20 0:00,Cook,150915,1963,1880657,17410,3031,32
12/4/20 0:00,Cook,152956,2041,1899028,18371,3038,7
12/5/20 0:00,Cook,154751,1795,1916818,17790,3072,34
12/6/20 0:00,Cook,156292,1541,1931520,14702,3080,8
12/7/20 0:00,Cook,158120,1828,1946985,15465,3118,38
12/8/20 0:00,Cook,159452,1332,1962997,16012,3132,14
12/9/20 0:00,Cook,161032,1580,1976089,13092,3179,47
12/10/20 0:00,Cook,163495,2463,1995535,19446,3201,22
12/11/20 0:00,Cook,165009,1514,2010213,14678,3220,19
12/12/20 0:00,Cook,166742,1733,2029673,19460,3249,29
12/13/20 0:00,Cook,168217,1475,2040217,10544,3267,18
12/14/20 0:00,Cook,169584,1367,2056846,16629,3312,45
12/15/20 0:00,Cook,170934,1350,2071361,14515,3322,10
12/16/20 0:00,Cook,171828,894,2086825,15464,3336,14
12/17/20 0:00,Cook,173143,1315,2101393,14568,3377,41
12/18/20 0:00,Cook,174517,1374,2118911,17518,3410,33
12/19/20 0:00,Cook,176054,1537,2134040,15129,3432,22
12/20/20 0:00,Cook,177186,1132,2147065,13025,3455,23
12/21/20 0:00,Cook,178093,907,2164139,17074,3500,45
12/22/20 0:00,Cook,179378,1285,2179760,15621,3519,19
12/23/20 0:00,Cook,180656,1278,2192248,12488,3541,22
12/24/20 0:00,Cook,181931,1275,2209758,17510,3554,13
12/25/20 0:00,Cook,183024,1093,2226519,16761,3595,41
12/26/20 0:00,Cook,183520,496,2236773,10254,3607,12
12/27/20 0:00,Cook,184210,690,2244773,8000,3631,24
12/28/20 0:00,Cook,185026,816,2254752,9979,3641,10
12/29/20 0:00,Cook,186040,1014,2266949,12197,3657,16
12/30/20 0:00,Cook,187404,1364,2278798,11849,3688,31
12/31/20 0:00,Cook,188738,1334,2293912,15114,3705,17
1/1/21 0:00,Cook,190018,1280,2311512,17600,3736,31
1/2/21 0:00,Cook,190866,848,2322532,11020,3740,4
1/3/21 0:00,Cook,191680,814,2330731,8199,3776,36
1/4/21 0:00,Cook,192523,843,2340454,9723,3795,19
1/5/21 0:00,Cook,193851,1328,2353553,13099,3812,17
1/6/21 0:00,Cook,195346,1495,2366252,12699,3846,34
1/7/21 0:00,Cook,196899,1553,2384692,18440,3869,23
1/8/21 0:00,Cook,198632,1733,2403294,18602,3895,26
1/9/21 0:00,Cook,199727,1095,2420679,17385,3904,9
1/10/21 0:00,Cook,200632,905,2434413,13734,3932,28
1/11/21 0:00,Cook,201456,824,2445843,11430,3960,28
1/12/21 0:00,Cook,202857,1401,2461467,15624,3973,13
1/13/21 0:00,Cook,204027,1170,2471840,10373,3986,13
1/14/21 0:00,Cook,204959,932,2491808,19968,3991,5
1/15/21 0:00,Cook,206305,1346,2509349,17541,4017,26
1/16/21 0:00,Cook,207436,1131,2524924,15575,4048,31
1/17/21 0:00,Cook,208275,839,2543357,18433,4059,11
1/18/21 0:00,Cook,208932,657,2554893,11536,4077,18
1/19/21 0:00,Cook,209704,772,2564509,9616,4085,8
1/20/21 0:00,Cook,210609,905,2577072,12563,4094,9
1/21/21 0:00,Cook,211519,910,2592025,14953,4118,24
1/22/21 0:00,Cook,212832,1313,2613223,21198,4127,9
1/23/21 0:00,Cook,213819,987,2630072,16849,4132,5
1/24/21 0:00,Cook,214524,705,2645625,15553,4147,15
1/25/21 0:00,Cook,215103,579,2660327,14702,4158,11
1/26/21 0:00,Cook,215849,746,2669998,9671,4168,10
1/27/21 0:00,Cook,216471,622,2680483,10485,4176,8
1/28/21 0:00,Cook,217229,758,2694358,13875,4202,26
1/29/21 0:00,Cook,218019,790,2714268,19910,4210,8
1/30/21 0:00,Cook,218581,562,2731098,16830,4223,13
1/31/21 0:00,Cook,219000,419,2746033,14935,4231,8
2/1/21 0:00,Cook,219443,443,2757584,11551,4244,13
2/2/21 0:00,Cook,219772,329,2765503,7919,4244,0
2/3/21 0:00,Cook,220305,533,2776964,11461,4260,16
2/4/21 0:00,Cook,220869,564,2792830,15866,4263,3
2/5/21 0:00,Cook,221564,695,2811196,18366,4285,22
2/6/21 0:00,Cook,222134,570,2824649,13453,4291,6
2/7/21 0:00,Cook,222532,398,2838145,13496,4293,2
2/8/21 0:00,Cook,222867,335,2846324,8179,4307,14
2/9/21 0:00,Cook,223240,373,2853273,6949,4307,0
2/10/21 0:00,Cook,223752,512,2863232,9959,4314,7
2/11/21 0:00,Cook,224091,339,2879304,16072,4343,29
2/12/21 0:00,Cook,224548,457,2897520,18216,4346,3
2/13/21 0:00,Cook,224924,376,2910578,13058,4351,5
2/14/21 0:00,Cook,225225,301,2920550,9972,4358,7
2/15/21 0:00,Cook,225489,264,2930632,10082,4377,19
2/16/21 0:00,Cook,225742,253,2937102,6470,4388,11
2/17/21 0:00,Cook,226173,431,2944369,7267,4390,2
2/18/21 0:00,Cook,226476,303,2953557,9188,4410,20
2/19/21 0:00,Cook,226909,433,2966085,12528,4416,6
2/20/21 0:00,Cook,227265,356,2977654,11569,4423,7
2/21/21 0:00,Cook,227549,284,2988841,11187,4428,5
2/22/21 0:00,Cook,227772,223,2995108,6267,4447,19
2/23/21 0:00,Cook,228093,321,3002815,7707,4448,1
2/24/21 0:00,Cook,228433,340,3012476,9661,4457,9
2/25/21 0:00,Cook,228723,290,3026722,14246,4458,1
2/26/21 0:00,Cook,229124,401,3041327,14605,4468,10
2/27/21 0:00,Cook,229455,331,3053565,12238,4474,6
2/28/21 0:00,Cook,229672,217,3062638,9073,4477,3
3/1/21 0:00,Cook,229907,235,3070137,7499,4480,3
3/2/21 0:00,Cook,230109,202,3077269,7132,4506,26
3/3/21 0:00,Cook,230429,320,3086558,9289,4508,2
3/4/21 0:00,Cook,230611,182,3098216,11658,4515,7
3/5/21 0:00,Cook,230838,227,3114743,16527,4515,0
3/6/21 0:00,Cook,231424,586,3127092,12349,4531,16
3/7/21 0:00,Cook,231603,179,3136928,9836,4532,1
3/8/21 0:00,Cook,231851,248,3144509,7581,4532,0
3/9/21 0:00,Cook,232159,308,3150766,6257,4532,0
3/10/21 0:00,Cook,232502,343,3159774,9008,4537,5
3/11/21 0:00,Cook,232818,316,3173531,13757,4556,19
3/12/21 0:00,Cook,233203,385,3190037,16506,4558,2
3/13/21 0:00,Cook,233453,250,3200762,10725,4559,1
3/14/21 0:00,Cook,233726,273,3211026,10264,4562,3
3/15/21 0:00,Cook,233860,134,3217359,6333,4565,3
3/16/21 0:00,Cook,234363,503,3224998,7639,4572,7
3/17/21 0:00,Cook,234691,328,3235044,10046,4572,0
3/18/21 0:00,Cook,235203,512,3250044,15000,4576,4
3/19/21 0:00,Cook,235670,467,3266440,16396,4577,1
3/20/21 0:00,Cook,236127,457,3279689,13249,4580,3
3/21/21 0:00,Cook,236426,299,3290562,10873,4588,8
3/22/21 0:00,Cook,236718,292,3298334,7772,4601,13
3/23/21 0:00,Cook,237121,403,3305177,6843,4601,0
3/24/21 0:00,Cook,237775,654,3316387,11210,4601,0
3/25/21 0:00,Cook,238189,414,3330587,14200,4608,7
3/26/21 0:00,Cook,238769,580,3343536,12949,4610,2
3/27/21 0:00,Cook,239242,473,3357723,14187,4614,4
3/28/21 0:00,Cook,239686,444,3368602,10879,4618,4
3/29/21 0:00,Cook,240105,419,3377810,9208,4619,1
3/30/21 0:00,Cook,240613,508,3386087,8277,4621,2
3/31/21 0:00,Cook,241088,475,3397060,10973,4638,17
4/1/21 0:00,Cook,241887,799,3414536,17476,4642,4
4/2/21 0:00,Cook,242620,733,3430565,16029,4648,6
4/3/21 0:00,Cook,243212,592,3443082,12517,4651,3
4/4/21 0:00,Cook,243673,461,3455663,12581,4658,7
4/5/21 0:00,Cook,244149,476,3466043,10380,4661,3
4/6/21 0:00,Cook,244733,584,3473853,7810,4660,-1
4/7/21 0:00,Cook,245391,658,3485623,11770,4661,1
4/8/21 0:00,Cook,246116,725,3502850,17227,4681,20
4/9/21 0:00,Cook,246852,736,3521262,18412,4683,2
4/10/21 0:00,Cook,247609,757,3536844,15582,4684,1
4/11/21 0:00,Cook,248233,624,3548422,11578,4685,1
4/12/21 0:00,Cook,248783,550,3559176,10754,4697,12
4/13/21 0:00,Cook,249392,609,3567683,8507,4698,1
4/14/21 0:00,Cook,250029,637,3579720,12037,4709,11
4/15/21 0:00,Cook,250667,638,3599848,20128,4716,7
4/16/21 0:00,Cook,251428,761,3615845,15997,4721,5
4/17/21 0:00,Cook,252037,609,3630198,14353,4722,1
4/18/21 0:00,Cook,252570,533,3642629,12431,4727,5
4/19/21 0:00,Cook,252972,402,3652728,10099,4729,2
4/20/21 0:00,Cook,253606,634,3662090,9362,4729,0
4/21/21 0:00,Cook,254038,432,3673432,11342,4731,2
4/22/21 0:00,Cook,254679,641,3691385,17953,4738,7
4/23/21 0:00,Cook,255283,604,3709074,17689,4744,6
4/24/21 0:00,Cook,255835,552,3724241,15167,4750,6
4/25/21 0:00,Cook,256271,436,3734329,10088,4758,8
4/26/21 0:00,Cook,256709,438,3743642,9313,4762,4
4/27/21 0:00,Cook,257276,567,3753088,9446,4762,0
4/28/21 0:00,Cook,257759,483,3765218,12130,4768,6
4/29/21 0:00,Cook,258496,737,3783533,18315,4773,5
4/30/21 0:00,Cook,259060,564,3802713,19180,4779,6
5/1/21 0:00,Cook,259682,622,3816913,14200,4784,5
5/2/21 0:00,Cook,260051,369,3828360,11447,4786,2
5/3/21 0:00,Cook,260446,395,3838224,9864,4801,15
5/4/21 0:00,Cook,260899,453,3847608,9384,4803,2
5/5/21 0:00,Cook,261354,455,3858344,10736,4806,3
5/6/21 0:00,Cook,261702,348,3877931,19587,4811,5
5/7/21 0:00,Cook,262375,673,3896274,18343,4817,6
5/8/21 0:00,Cook,262696,321,3909401,13127,4820,3
5/9/21 0:00,Cook,263081,385,3921121,11720,4827,7
5/10/21 0:00,Cook,263420,339,3929326,8205,4828,1
5/11/21 0:00,Cook,263718,298,3936963,7637,4837,9
5/12/21 0:00,Cook,264067,349,3947504,10541,4840,3
5/13/21 0:00,Cook,264500,433,3963683,16179,4844,4
5/14/21 0:00,Cook,264875,375,3980659,16976,4851,7
5/15/21 0:00,Cook,265175,300,3994578,13919,4860,9
5/16/21 0:00,Cook,265481,306,4003755,9177,4863,3
5/17/21 0:00,Cook,265710,229,4010254,6499,4866,3
5/18/21 0:00,Cook,266036,326,4020228,9974,4871,5
5/19/21 0:00,Cook,266375,339,4031265,11037,4877,6
5/20/21 0:00,Cook,266729,354,4046209,14944,4884,7
5/21/21 0:00,Cook,267158,429,4060598,14389,4886,2
5/22/21 0:00,Cook,267449,291,4072324,11726,4895,9
5/23/21 0:00,Cook,267706,257,4081803,9479,4902,7
5/24/21 0:00,Cook,267977,271,4088479,6676,4903,1
5/25/21 0:00,Cook,268146,169,4096245,7766,4909,6
5/26/21 0:00,Cook,268396,250,4106185,9940,4914,5
5/27/21 0:00,Cook,268668,272,4118100,11915,4923,9
5/28/21 0:00,Cook,268895,227,4129351,11251,4926,3
5/29/21 0:00,Cook,269078,183,4140932,11581,4935,9
5/30/21 0:00,Cook,269230,152,4148995,8063,4938,3
5/31/21 0:00,Cook,269370,140,4154314,5319,4961,23
6/1/21 0:00,Cook,269518,148,4159877,5563,4963,2
6/2/21 0:00,Cook,269707,189,4166202,6325,4967,4
6/3/21 0:00,Cook,269845,138,4175637,9435,4968,1
6/4/21 0:00,Cook,269953,108,4188791,13154,4970,2
6/5/21 0:00,Cook,270069,116,4198363,9572,4977,7
6/6/21 0:00,Cook,270138,69,4207152,8789,4981,4
6/7/21 0:00,Cook,270180,42,4213356,6204,4986,5
6/8/21 0:00,Cook,270211,31,4219775,6419,4976,-10
6/9/21 0:00,Cook,270267,56,4227290,7515,4979,3
6/10/21 0:00,Cook,270325,58,4235530,8240,4980,1
6/11/21 0:00,Cook,270407,82,4243594,8064,4983,3
6/12/21 0:00,Cook,270455,48,4253182,9588,4987,4
6/13/21 0:00,Cook,270515,60,4260141,6959,4989,2
6/14/21 0:00,Cook,270540,25,4265145,5004,4992,3
6/15/21 0:00,Cook,270584,44,4271602,6457,4994,2
6/16/21 0:00,Cook,270644,60,4279168,7566,5007,13
6/17/21 0:00,Cook,270660,16,4287558,8390,5009,2
